Event,Date,Weight class,Winner,Loser,Win decided by,Win Method,Round,Time,Fighter 1,First Name F_1,Last Name F_1,Nickname F_1,Height F_1,Weight F_1,Reach F_1,Stance F_1,Wins F_1,Losses F_1,Draws F_1,DOB F_1,KD F_1,Sig. str. landed F_1,Sig. str. thrown F_1,Sig. str. % F_1,Total str. landed F_1,Total str. thrown F_1,Td completed F_1,Td attempted F_1,Td % F_1,Sub. att F_1,Rev. F_1,Ctrl F_1,Head landed F_1,Head thrown F_1,Body landed F_1,Body thrown F_1,Leg landed F_1,Leg thrown F_1,Distance landed F_1,Distance thrown F_1,Clinch landed F_1,Clinch thrown F_1,Ground landed F_1,Ground thrown F_1,Fighter 2,First Name F_2,Last Name F_2,Nickname F_2,Height F_2,Weight F_2,Reach F_2,Stance F_2,Wins F_2,Losses F_2,Draws F_2,DOB F_2,KD F_2,Sig. str. landed F_2,Sig. str. thrown F_2,Sig. str. % F_2,Total str. landed F_2,Total str. thrown F_2,Td completed F_2,Td attempted F_2,Td % F_2,Sub. att F_2,Rev. F_2,Ctrl F_2,Head landed F_2,Head thrown F_2,Body landed F_2,Body thrown F_2,Leg landed F_2,Leg thrown F_2,Distance landed F_2,Distance thrown F_2,Clinch landed F_2,Clinch thrown F_2,Ground landed F_2,Ground thrown F_2
UFC 23: Ultimate Japan 2,1999-11-19,Open Weight,Kenichi Yamamoto,Daiju Takase,U-DEC,,3,300,Kenichi Yamamoto,Kenichi,Yamamoto,,72.0,170.0,,Orthodox,5,12,2,1976-07-11,0.0,20.0,26.0,0.76,36.0,45.0,0.0,0.0,,0.0,0.0,856.0,6.0,12.0,14.0,14.0,0.0,0.0,2.0,4.0,0.0,0.0,18.0,22.0,Daiju Takase,Daiju,Takase,,72.0,170.0,,Southpaw,12,15,2,1978-04-20,0.0,5.0,9.0,0.55,12.0,17.0,0.0,0.0,,0.0,0.0,0.0,5.0,7.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,5.0,5.0
UFC 23: Ultimate Japan 2,1999-11-19,Open Weight,Katsuhisa Fujii,Masutatsu Yano,KO/TKO,Punches,2,192,Katsuhisa Fujii,Katsuhisa,Fujii,Shamoji,72.0,205.0,,Orthodox,9,18,1,1972-08-15,1.0,18.0,41.0,0.43,22.0,45.0,0.0,0.0,,0.0,0.0,3.0,10.0,33.0,4.0,4.0,4.0,4.0,14.0,36.0,4.0,5.0,0.0,0.0,Masutatsu Yano,Masutatsu,Yano,,69.0,198.0,,Orthodox,2,4,1,1975-07-11,0.0,18.0,49.0,0.36,27.0,61.0,1.0,3.0,0.33,0.0,0.0,122.0,15.0,42.0,1.0,1.0,2.0,6.0,3.0,19.0,0.0,0.0,15.0,30.0
UFC 22: Only One Can be Champion,1999-09-24,Middleweight,Frank Shamrock,Tito Ortiz,KO/TKO,Punches,4,282,Frank Shamrock,Frank,Shamrock,,70.0,185.0,,Orthodox,23,10,2,1972-12-08,0.0,31.0,61.0,0.5,193.0,227.0,0.0,0.0,,1.0,1.0,13.0,10.0,34.0,8.0,11.0,13.0,16.0,21.0,46.0,5.0,10.0,5.0,5.0,Tito Ortiz,Tito,Ortiz,The People's Champ,75.0,205.0,74.0,Orthodox,19,12,1,1975-01-23,0.0,20.0,74.0,0.27,67.0,125.0,8.0,9.0,0.88,0.0,0.0,951.0,18.0,70.0,1.0,3.0,1.0,1.0,3.0,21.0,0.0,11.0,17.0,42.0
UFC 22: Only One Can be Champion,1999-09-24,Heavyweight,DRAW,DRAW,U-DEC,,3,300,Tim Lajcik,Tim,Lajcik,The Bohemian,73.0,225.0,,Orthodox,7,6,1,1965-06-21,0.0,12.0,30.0,0.4,70.0,88.0,0.0,0.0,,0.0,0.0,126.0,7.0,25.0,5.0,5.0,0.0,0.0,4.0,19.0,3.0,5.0,5.0,6.0,Ron Waterman,Ron,Waterman,H20,74.0,280.0,,Orthodox,16,6,2,1965-11-23,0.0,14.0,25.0,0.56,44.0,59.0,2.0,10.0,0.2,2.0,0.0,514.0,8.0,14.0,1.0,1.0,5.0,10.0,4.0,7.0,5.0,10.0,5.0,8.0
UFC 22: Only One Can be Champion,1999-09-24,Heavyweight,Jeremy Horn,Jason Godsey,SUB,Armbar,1,128,Jeremy Horn,Jeremy,Horn,Gumby,73.0,185.0,74.0,Orthodox,91,22,5,1975-08-25,0.0,3.0,4.0,0.75,7.0,9.0,0.0,0.0,,1.0,0.0,2.0,2.0,3.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,Jason Godsey,Jason,Godsey,,74.0,230.0,,Orthodox,16,16,0,,0.0,1.0,7.0,0.14,8.0,16.0,1.0,1.0,1.0,0.0,0.0,79.0,0.0,3.0,0.0,3.0,1.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0
UFC 22: Only One Can be Champion,1999-09-24,Heavyweight,Brad Kohler,Steve Judson,KO/TKO,Punch,1,30,Brad Kohler,Brad,Kohler,,69.0,220.0,,Orthodox,12,15,0,1964-05-26,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,8.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,Steve Judson,Steve,Judson,,71.0,230.0,,Orthodox,0,2,0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UFC 22: Only One Can be Champion,1999-09-24,Middleweight,Chuck Liddell,Paul Jones,KO/TKO,,1,233,Chuck Liddell,Chuck,Liddell,The Iceman,74.0,205.0,76.0,Orthodox,21,8,0,1969-12-17,0.0,13.0,28.0,0.46,19.0,34.0,0.0,0.0,,0.0,0.0,124.0,13.0,28.0,0.0,0.0,0.0,0.0,3.0,12.0,6.0,12.0,4.0,4.0,Paul Jones,Paul,Jones,,69.0,199.0,,Orthodox,11,1,1,1963-06-16,0.0,5.0,7.0,0.71,6.0,8.0,0.0,5.0,0.0,0.0,0.0,40.0,0.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,0.0,0.0
UFC 22: Only One Can be Champion,1999-09-24,Lightweight,Matt Hughes,Valeri Ignatov,U-DEC,,3,300,Matt Hughes,Matt,Hughes,,69.0,170.0,73.0,Switch,45,9,0,1973-10-13,0.0,77.0,117.0,0.65,124.0,164.0,5.0,9.0,0.55,0.0,0.0,,48.0,88.0,29.0,29.0,0.0,0.0,13.0,27.0,2.0,5.0,62.0,85.0,Valeri Ignatov,Valeri,Ignatov,,69.0,170.0,,Orthodox,1,2,0,,0.0,7.0,25.0,0.28,45.0,64.0,0.0,0.0,,1.0,0.0,,5.0,23.0,2.0,2.0,0.0,0.0,5.0,22.0,2.0,2.0,0.0,1.0
UFC 22: Only One Can be Champion,1999-09-24,Middleweight,John Lewis,Lowell Anderson,KO/TKO,,3,13,John Lewis,John,Lewis,,72.0,155.0,,Southpaw,3,4,3,,0.0,20.0,61.0,0.32,34.0,77.0,1.0,1.0,1.0,0.0,0.0,200.0,18.0,58.0,2.0,3.0,0.0,0.0,11.0,46.0,9.0,15.0,0.0,0.0,Lowell Anderson,Lowell,Anderson,,66.0,160.0,,Orthodox,0,1,0,,0.0,9.0,33.0,0.27,17.0,41.0,0.0,1.0,0.0,0.0,0.0,3.0,6.0,28.0,3.0,4.0,0.0,1.0,9.0,29.0,0.0,4.0,0.0,0.0
UFC 22: Only One Can be Champion,1999-09-24,Lightweight,DRAW,DRAW,M-DEC,,2,300,Jens Pulver,Jens,Pulver,Little Evil,67.0,145.0,70.0,Southpaw,27,19,1,1974-12-06,0.0,48.0,81.0,0.59,69.0,105.0,0.0,1.0,0.0,1.0,0.0,403.0,32.0,62.0,7.0,9.0,9.0,10.0,3.0,16.0,35.0,53.0,10.0,12.0,Alfonso Alcarez,Alfonso,Alcarez,,63.0,145.0,,,1,3,1,1970-06-10,0.0,34.0,62.0,0.54,69.0,101.0,1.0,2.0,0.5,0.0,0.0,127.0,21.0,47.0,6.0,8.0,7.0,7.0,9.0,15.0,21.0,37.0,4.0,10.0
UFC 21: Return of the Champions,1999-07-16,Heavyweight,Maurice Smith,Marco Ruas,KO/TKO,,1,300,Maurice Smith,Maurice,Smith,,74.0,221.0,,Orthodox,12,14,0,1961-12-13,0.0,4.0,4.0,1.0,12.0,12.0,0.0,0.0,,0.0,0.0,34.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,Marco Ruas,Marco,Ruas,King of the Streets,73.0,210.0,,Orthodox,9,4,2,1961-01-23,0.0,1.0,1.0,1.0,4.0,6.0,1.0,1.0,1.0,2.0,0.0,221.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
UFC 21: Return of the Champions,1999-07-16,Lightweight,Pat Miletich,Andre Pederneiras,KO/TKO,,2,94,Pat Miletich,Pat,Miletich,The Croatian Sensation,70.0,170.0,,Orthodox,29,7,2,1968-03-09,0.0,13.0,42.0,0.3,25.0,54.0,0.0,0.0,,0.0,0.0,96.0,6.0,32.0,5.0,7.0,2.0,3.0,6.0,31.0,7.0,11.0,0.0,0.0,Andre Pederneiras,Andre,Pederneiras,,68.0,155.0,,Orthodox,1,1,2,1967-03-22,0.0,10.0,19.0,0.52,17.0,26.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,10.0,1.0,2.0,6.0,7.0,4.0,8.0,5.0,9.0,1.0,2.0
UFC 21: Return of the Champions,1999-07-16,Middleweight,Jeremy Horn,Daiju Takase,KO/TKO,Elbows,1,281,Jeremy Horn,Jeremy,Horn,Gumby,73.0,185.0,74.0,Orthodox,91,22,5,1975-08-25,0.0,35.0,59.0,0.59,51.0,76.0,0.0,0.0,,0.0,0.0,177.0,27.0,50.0,3.0,3.0,5.0,6.0,8.0,17.0,3.0,5.0,24.0,37.0,Daiju Takase,Daiju,Takase,,72.0,170.0,,Southpaw,12,15,2,1978-04-20,0.0,0.0,14.0,0.0,1.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0
UFC 21: Return of the Champions,1999-07-16,Middleweight,Paul Jones,Flavio Luiz Moura,SUB,Rear Naked Choke,1,260,Paul Jones,Paul,Jones,,69.0,199.0,,Orthodox,11,1,1,1963-06-16,0.0,21.0,35.0,0.6,60.0,74.0,0.0,0.0,,2.0,1.0,237.0,20.0,34.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,21.0,33.0,Flavio Luiz Moura,Flavio Luiz,Moura,,71.0,183.0,,Open Stance,19,7,0,,1.0,1.0,2.0,0.5,15.0,18.0,0.0,0.0,,0.0,0.0,14.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
UFC 21: Return of the Champions,1999-07-16,Heavyweight,Tsuyoshi Kohsaka,Tim Lajcik,KO/TKO,,2,300,Tsuyoshi Kohsaka,Tsuyoshi,Kohsaka,TK,71.0,225.0,,Orthodox,27,19,2,1970-03-06,0.0,11.0,14.0,0.78,73.0,77.0,0.0,3.0,0.0,3.0,1.0,75.0,7.0,7.0,2.0,2.0,2.0,5.0,4.0,7.0,0.0,0.0,7.0,7.0,Tim Lajcik,Tim,Lajcik,The Bohemian,73.0,225.0,,Orthodox,7,6,1,1965-06-21,0.0,12.0,31.0,0.38,43.0,71.0,0.0,0.0,,0.0,0.0,420.0,10.0,29.0,2.0,2.0,0.0,0.0,0.0,6.0,1.0,2.0,11.0,23.0
UFC 21: Return of the Champions,1999-07-16,Middleweight,Eugene Jackson,Royce Alger,KO/TKO,Punch,2,79,Eugene Jackson,Eugene,Jackson,The Wolf,68.0,185.0,,Orthodox,15,9,1,1966-09-23,1.0,21.0,46.0,0.45,27.0,52.0,0.0,0.0,,1.0,0.0,20.0,15.0,40.0,6.0,6.0,0.0,0.0,11.0,34.0,5.0,7.0,5.0,5.0,Royce Alger,Royce,Alger,,70.0,199.0,,Orthodox,3,2,0,,0.0,11.0,26.0,0.42,12.0,27.0,2.0,8.0,0.25,0.0,0.0,154.0,11.0,26.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,4.0,8.0,15.0
UFC 21: Return of the Champions,1999-07-16,Heavyweight,Andre Roberts,Ron Waterman,KO/TKO,Punch,1,171,Andre Roberts,Andre,Roberts,The Chief,74.0,345.0,,Orthodox,14,2,1,1965-02-24,1.0,10.0,20.0,0.5,11.0,21.0,0.0,0.0,,0.0,0.0,28.0,10.0,19.0,0.0,1.0,0.0,0.0,4.0,9.0,3.0,8.0,3.0,3.0,Ron Waterman,Ron,Waterman,H20,74.0,280.0,,Orthodox,16,6,2,1965-11-23,0.0,22.0,48.0,0.45,27.0,53.0,0.0,0.0,,0.0,0.0,28.0,19.0,42.0,3.0,6.0,0.0,0.0,8.0,15.0,14.0,33.0,0.0,0.0
UFC 21: Return of the Champions,1999-07-16,Heavyweight,Travis Fulton,David Dodd,U-DEC,,2,300,Travis Fulton,Travis,Fulton,The Ironman,72.0,240.0,,Orthodox,253,53,10,1977-05-29,1.0,25.0,32.0,0.78,47.0,65.0,1.0,2.0,0.5,0.0,0.0,461.0,13.0,20.0,12.0,12.0,0.0,0.0,0.0,3.0,12.0,16.0,13.0,13.0,David Dodd,David,Dodd,,74.0,200.0,,Orthodox,4,7,0,1973-09-22,0.0,0.0,0.0,,1.0,6.0,0.0,5.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UFC 20: Battle for the Gold,1999-05-07,Heavyweight,Bas Rutten,Kevin Randleman,S-DEC,,3,180,Bas Rutten,Bas,Rutten,El Guapo,73.0,205.0,,Orthodox,28,4,1,1965-02-24,0.0,18.0,29.0,0.62,181.0,195.0,0.0,0.0,,1.0,0.0,,10.0,20.0,6.0,7.0,2.0,2.0,4.0,11.0,1.0,1.0,13.0,17.0,Kevin Randleman,Kevin,Randleman,The Monster,70.0,205.0,,Orthodox,17,16,0,1971-08-10,0.0,20.0,61.0,0.32,56.0,114.0,6.0,6.0,1.0,0.0,0.0,,19.0,58.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,20.0,59.0
UFC 20: Battle for the Gold,1999-05-07,Heavyweight,Pedro Rizzo,Tra Telligman,KO/TKO,Punch,1,270,Pedro Rizzo,Pedro,Rizzo,The Rock,73.0,241.0,,Orthodox,20,11,0,1974-05-03,1.0,9.0,43.0,0.2,9.0,43.0,0.0,0.0,,0.0,0.0,,7.0,41.0,0.0,0.0,2.0,2.0,9.0,42.0,0.0,0.0,0.0,1.0,Tra Telligman,Tra,Telligman,Trauma,74.0,233.0,,Orthodox,7,5,1,1965-02-07,0.0,16.0,46.0,0.34,16.0,46.0,0.0,1.0,0.0,0.0,0.0,,14.0,41.0,0.0,1.0,2.0,4.0,13.0,38.0,3.0,8.0,0.0,0.0
UFC 20: Battle for the Gold,1999-05-07,Heavyweight,Pete Williams,Travis Fulton,SUB,Armbar,1,388,Pete Williams,Pete,Williams,El Duro,75.0,235.0,,Orthodox,12,6,0,1975-07-10,0.0,15.0,27.0,0.55,22.0,34.0,0.0,0.0,,2.0,0.0,,7.0,18.0,0.0,1.0,8.0,8.0,8.0,16.0,1.0,1.0,6.0,10.0,Travis Fulton,Travis,Fulton,The Ironman,72.0,240.0,,Orthodox,253,53,10,1977-05-29,0.0,6.0,22.0,0.27,18.0,34.0,0.0,1.0,0.0,0.0,0.0,,4.0,20.0,0.0,0.0,2.0,2.0,2.0,13.0,0.0,1.0,4.0,8.0
UFC 20: Battle for the Gold,1999-05-07,Middleweight,Wanderlei Silva,Tony Petarra,KO/TKO,Knees,1,173,Wanderlei Silva,Wanderlei,Silva,The Axe Murderer,71.0,205.0,74.0,Orthodox,35,13,1,1976-07-03,1.0,25.0,32.0,0.78,32.0,39.0,0.0,0.0,,0.0,0.0,,12.0,18.0,13.0,14.0,0.0,0.0,0.0,2.0,24.0,29.0,1.0,1.0,Tony Petarra,Tony,Petarra,,71.0,196.0,,Orthodox,2,3,1,,0.0,4.0,5.0,0.8,6.0,7.0,0.0,2.0,0.0,0.0,0.0,,3.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,5.0,0.0,0.0
UFC 20: Battle for the Gold,1999-05-07,Lightweight,Marcelo Mello,David Roberts,KO/TKO,Elbows,1,83,Marcelo Mello,Marcelo,Mello,,67.0,170.0,,Southpaw,1,0,0,,0.0,7.0,13.0,0.53,9.0,15.0,1.0,2.0,0.5,0.0,0.0,,6.0,12.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,12.0,David Roberts,David,Roberts,,73.0,170.0,,Orthodox,5,8,0,1975-11-15,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
UFC 20: Battle for the Gold,1999-05-07,Lightweight,Laverne Clark,Fabiano Iha,KO/TKO,,1,81,Laverne Clark,Laverne,Clark,,71.0,170.0,,Orthodox,27,21,1,1973-12-02,1.0,6.0,6.0,1.0,6.0,6.0,0.0,0.0,,0.0,0.0,,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,1.0,1.0,2.0,2.0,Fabiano Iha,Fabiano,Iha,,68.0,155.0,,Orthodox,9,5,0,1970-07-28,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0
UFC 20: Battle for the Gold,1999-05-07,Heavyweight,Ron Waterman,Chris Condo,KO/TKO,Punches,1,28,Ron Waterman,Ron,Waterman,H20,74.0,280.0,,Orthodox,16,6,2,1965-11-23,0.0,6.0,8.0,0.75,12.0,14.0,1.0,1.0,1.0,0.0,0.0,,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,Chris Condo,Chris,Condo,,72.0,335.0,,Orthodox,0,1,0,,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
UFC 19: Ultimate Young Guns,1999-03-05,Middleweight,Tito Ortiz,Guy Mezger,KO/TKO,Punches,1,596,Tito Ortiz,Tito,Ortiz,The People's Champ,75.0,205.0,74.0,Orthodox,19,12,1,1975-01-23,0.0,26.0,42.0,0.61,92.0,111.0,2.0,5.0,0.4,0.0,0.0,,22.0,36.0,4.0,6.0,0.0,0.0,0.0,2.0,2.0,6.0,24.0,34.0,Guy Mezger,Guy,Mezger,,73.0,200.0,,Orthodox,30,14,2,1968-01-01,0.0,2.0,4.0,0.5,9.0,11.0,0.0,0.0,,3.0,0.0,,1.0,3.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0
UFC 19: Ultimate Young Guns,1999-03-05,Heavyweight,Gary Goodridge,Andre Roberts,KO/TKO,Punches,1,43,Gary Goodridge,Gary,Goodridge,Big Daddy,75.0,249.0,,Orthodox,23,22,1,1966-01-17,0.0,8.0,14.0,0.57,8.0,14.0,0.0,0.0,,0.0,0.0,,6.0,12.0,0.0,0.0,2.0,2.0,6.0,11.0,2.0,3.0,0.0,0.0,Andre Roberts,Andre,Roberts,The Chief,74.0,345.0,,Orthodox,14,2,1,1965-02-24,0.0,2.0,3.0,0.66,2.0,3.0,0.0,0.0,,0.0,0.0,,2.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0
UFC 19: Ultimate Young Guns,1999-03-05,Middleweight,Jeremy Horn,Chuck Liddell,SUB,Arm Triangle,1,720,Jeremy Horn,Jeremy,Horn,Gumby,73.0,185.0,74.0,Orthodox,91,22,5,1975-08-25,0.0,8.0,11.0,0.72,13.0,16.0,3.0,7.0,0.42,3.0,0.0,,1.0,3.0,4.0,5.0,3.0,3.0,5.0,7.0,3.0,4.0,0.0,0.0,Chuck Liddell,Chuck,Liddell,The Iceman,74.0,205.0,76.0,Orthodox,21,8,0,1969-12-17,0.0,12.0,24.0,0.5,58.0,70.0,0.0,0.0,,0.0,1.0,,12.0,21.0,0.0,2.0,0.0,1.0,3.0,11.0,1.0,2.0,8.0,11.0
UFC 19: Ultimate Young Guns,1999-03-05,Heavyweight,Kevin Randleman,Maurice Smith,U-DEC,,2,180,Kevin Randleman,Kevin,Randleman,The Monster,70.0,205.0,,Orthodox,17,16,0,1971-08-10,0.0,17.0,49.0,0.34,39.0,77.0,4.0,4.0,1.0,0.0,0.0,,17.0,49.0,0.0,0.0,0.0,0.0,4.0,18.0,1.0,2.0,12.0,29.0,Maurice Smith,Maurice,Smith,,74.0,221.0,,Orthodox,12,14,0,1961-12-13,0.0,9.0,16.0,0.56,14.0,21.0,0.0,0.0,,2.0,0.0,,2.0,9.0,2.0,2.0,5.0,5.0,6.0,13.0,3.0,3.0,0.0,0.0
UFC 19: Ultimate Young Guns,1999-03-05,Middleweight,Evan Tanner,Valeri Ignatov,KO/TKO,Elbows,1,178,Evan Tanner,Evan,Tanner,,72.0,185.0,74.0,Orthodox,32,8,0,1971-02-11,0.0,23.0,32.0,0.71,25.0,35.0,1.0,1.0,1.0,1.0,0.0,,18.0,26.0,4.0,5.0,1.0,1.0,3.0,8.0,2.0,2.0,18.0,22.0,Valeri Ignatov,Valeri,Ignatov,,69.0,170.0,,Orthodox,1,2,0,,0.0,2.0,8.0,0.25,7.0,14.0,0.0,0.0,,0.0,0.0,,2.0,8.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,1.0,0.0,0.0
UFC 19: Ultimate Young Guns,1999-03-05,Heavyweight,Pete Williams,Jason Godsey,SUB,Kneebar,1,116,Pete Williams,Pete,Williams,El Duro,75.0,235.0,,Orthodox,12,6,0,1975-07-10,0.0,3.0,7.0,0.42,10.0,14.0,1.0,1.0,1.0,1.0,0.0,,2.0,6.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,2.0,Jason Godsey,Jason,Godsey,,74.0,230.0,,Orthodox,16,16,0,,0.0,2.0,7.0,0.28,9.0,16.0,0.0,0.0,,0.0,0.0,,0.0,5.0,2.0,2.0,0.0,0.0,1.0,5.0,1.0,2.0,0.0,0.0
UFC 19: Ultimate Young Guns,1999-03-05,Heavyweight,Sione Latu,Joey Roberts,KO/TKO,,1,601,Sione Latu,Sione,Latu,,72.0,215.0,,,1,0,0,,0.0,9.0,19.0,0.47,14.0,26.0,1.0,1.0,1.0,0.0,1.0,,6.0,15.0,2.0,3.0,1.0,1.0,3.0,6.0,4.0,10.0,2.0,3.0,Joey Roberts,Joey,Roberts,,74.0,200.0,,,4,3,0,,0.0,17.0,42.0,0.4,33.0,60.0,1.0,2.0,0.5,2.0,1.0,,14.0,38.0,3.0,4.0,0.0,0.0,0.0,8.0,2.0,4.0,15.0,30.0
UFC 18: The Road to the Heavyweight Title,1999-01-08,Heavyweight,Bas Rutten,Tsuyoshi Kohsaka,KO/TKO,Punches,2,135,Bas Rutten,Bas,Rutten,El Guapo,73.0,205.0,,Orthodox,28,4,1,1965-02-24,1.0,31.0,61.0,0.5,70.0,100.0,0.0,0.0,,0.0,0.0,,21.0,50.0,3.0,4.0,7.0,7.0,18.0,42.0,9.0,15.0,4.0,4.0,Tsuyoshi Kohsaka,Tsuyoshi,Kohsaka,TK,71.0,225.0,,Orthodox,27,19,2,1970-03-06,0.0,23.0,47.0,0.48,120.0,154.0,3.0,9.0,0.33,0.0,0.0,,16.0,38.0,4.0,5.0,3.0,4.0,6.0,14.0,2.0,2.0,15.0,31.0
UFC 18: The Road to the Heavyweight Title,1999-01-08,Lightweight,Pat Miletich,Jorge Patino,U-DEC,,3,180,Pat Miletich,Pat,Miletich,The Croatian Sensation,70.0,170.0,,Orthodox,29,7,2,1968-03-09,0.0,27.0,71.0,0.38,71.0,115.0,3.0,3.0,1.0,0.0,0.0,,9.0,44.0,4.0,9.0,14.0,18.0,20.0,62.0,2.0,4.0,5.0,5.0,Jorge Patino,Jorge,Patino,Macaco,68.0,170.0,,Orthodox,38,19,2,1973-08-05,0.0,19.0,88.0,0.21,21.0,90.0,1.0,6.0,0.16,1.0,0.0,,5.0,69.0,1.0,2.0,13.0,17.0,16.0,83.0,2.0,4.0,1.0,1.0
UFC 18: The Road to the Heavyweight Title,1999-01-08,Heavyweight,Pedro Rizzo,Mark Coleman,S-DEC,,2,180,Pedro Rizzo,Pedro,Rizzo,The Rock,73.0,241.0,,Orthodox,20,11,0,1974-05-03,0.0,16.0,29.0,0.55,29.0,43.0,0.0,0.0,,0.0,0.0,,9.0,22.0,0.0,0.0,7.0,7.0,15.0,28.0,1.0,1.0,0.0,0.0,Mark Coleman,Mark,Coleman,The Hammer,73.0,205.0,75.0,Orthodox,16,10,0,1964-12-20,0.0,25.0,53.0,0.47,58.0,86.0,2.0,6.0,0.33,0.0,0.0,,23.0,49.0,0.0,1.0,2.0,3.0,7.0,23.0,0.0,1.0,18.0,29.0
UFC 18: The Road to the Heavyweight Title,1999-01-08,Middleweight,Tito Ortiz,Jerry Bohlander,KO/TKO,,2,151,Tito Ortiz,Tito,Ortiz,The People's Champ,75.0,205.0,74.0,Orthodox,19,12,1,1975-01-23,0.0,37.0,76.0,0.48,59.0,100.0,6.0,7.0,0.85,0.0,0.0,,35.0,73.0,2.0,3.0,0.0,0.0,12.0,29.0,7.0,12.0,18.0,35.0,Jerry Bohlander,Jerry,Bohlander,,71.0,199.0,,Orthodox,11,4,0,1974-02-12,0.0,9.0,25.0,0.36,39.0,55.0,0.0,0.0,,0.0,0.0,,5.0,17.0,0.0,0.0,4.0,8.0,7.0,20.0,1.0,4.0,1.0,1.0
UFC 18: The Road to the Heavyweight Title,1999-01-08,Lightweight,Mikey Burnett,Townsend Saunders,U-DEC,,2,180,Mikey Burnett,Mikey,Burnett,The Eastside Assassin,66.0,170.0,,Orthodox,5,2,0,1974-04-12,1.0,42.0,135.0,0.31,57.0,150.0,0.0,0.0,,1.0,0.0,,28.0,119.0,9.0,9.0,5.0,7.0,21.0,89.0,19.0,37.0,2.0,9.0,Townsend Saunders,Townsend,Saunders,,65.0,170.0,,Orthodox,0,2,0,,0.0,34.0,63.0,0.53,41.0,70.0,0.0,6.0,0.0,0.0,0.0,,7.0,26.0,14.0,15.0,13.0,22.0,20.0,45.0,14.0,18.0,0.0,0.0
UFC 18: The Road to the Heavyweight Title,1999-01-08,Middleweight,Evan Tanner,Darrel Gholar,SUB,Rear Naked Choke,1,477,Evan Tanner,Evan,Tanner,,72.0,185.0,74.0,Orthodox,32,8,0,1971-02-11,0.0,24.0,37.0,0.64,25.0,39.0,1.0,1.0,1.0,4.0,0.0,,10.0,20.0,5.0,6.0,9.0,11.0,10.0,16.0,14.0,21.0,0.0,0.0,Darrel Gholar,Darrel,Gholar,,68.0,194.0,,Orthodox,5,6,0,,0.0,4.0,26.0,0.15,30.0,59.0,1.0,1.0,1.0,0.0,0.0,,3.0,25.0,1.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,4.0,12.0
