Event,Date,Weight class,Winner,Loser,Win decided by,Win Method,Round,Time,Fighter 1,First Name F_1,Last Name F_1,Nickname F_1,Height F_1,Weight F_1,Reach F_1,Stance F_1,Wins F_1,Losses F_1,Draws F_1,DOB F_1,KD F_1,Sig. str. landed F_1,Sig. str. thrown F_1,Sig. str. % F_1,Total str. landed F_1,Total str. thrown F_1,Td completed F_1,Td attempted F_1,Td % F_1,Sub. att F_1,Rev. F_1,Ctrl F_1,Head landed F_1,Head thrown F_1,Body landed F_1,Body thrown F_1,Leg landed F_1,Leg thrown F_1,Distance landed F_1,Distance thrown F_1,Clinch landed F_1,Clinch thrown F_1,Ground landed F_1,Ground thrown F_1,Fighter 2,First Name F_2,Last Name F_2,Nickname F_2,Height F_2,Weight F_2,Reach F_2,Stance F_2,Wins F_2,Losses F_2,Draws F_2,DOB F_2,KD F_2,Sig. str. landed F_2,Sig. str. thrown F_2,Sig. str. % F_2,Total str. landed F_2,Total str. thrown F_2,Td completed F_2,Td attempted F_2,Td % F_2,Sub. att F_2,Rev. F_2,Ctrl F_2,Head landed F_2,Head thrown F_2,Body landed F_2,Body thrown F_2,Leg landed F_2,Leg thrown F_2,Distance landed F_2,Distance thrown F_2,Clinch landed F_2,Clinch thrown F_2,Ground landed F_2,Ground thrown F_2
UFC 18: The Road to the Heavyweight Title,1999-01-08,Lightweight,Laverne Clark,Frank Caracci,KO/TKO,Punches,1,412,Laverne Clark,Laverne,Clark,,71.0,170.0,,Orthodox,27,21,1,1973-12-02,0.0,15.0,30.0,0.5,35.0,52.0,2.0,2.0,1.0,0.0,0.0,,13.0,28.0,2.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,14.0,26.0,Frank Caracci,Frank,Caracci,,,,,,2,3,0,,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
UFC - Ultimate Brazil,1998-10-16,Middleweight,Frank Shamrock,John Lober,SUB,Neck Crank,1,460,Frank Shamrock,Frank,Shamrock,,70.0,185.0,,Orthodox,23,10,2,1972-12-08,2.0,23.0,33.0,0.69,55.0,67.0,0.0,0.0,,4.0,2.0,,5.0,12.0,8.0,10.0,10.0,11.0,8.0,12.0,7.0,10.0,8.0,11.0,John Lober,John,Lober,The Machine,71.0,199.0,,Orthodox,5,9,4,1968-02-26,0.0,4.0,11.0,0.36,11.0,18.0,3.0,4.0,0.75,1.0,0.0,,3.0,10.0,0.0,0.0,1.0,1.0,1.0,8.0,0.0,0.0,3.0,3.0
UFC - Ultimate Brazil,1998-10-16,Middleweight,Vitor Belfort,Wanderlei Silva,KO/TKO,Punches,1,44,Vitor Belfort,Vitor,Belfort,The Phenom,72.0,185.0,74.0,Southpaw,26,14,0,1977-04-01,1.0,7.0,13.0,0.53,7.0,13.0,0.0,0.0,,0.0,0.0,,7.0,13.0,0.0,0.0,0.0,0.0,7.0,13.0,0.0,0.0,0.0,0.0,Wanderlei Silva,Wanderlei,Silva,The Axe Murderer,71.0,205.0,74.0,Orthodox,35,13,1,1976-07-03,0.0,1.0,2.0,0.5,1.0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
UFC - Ultimate Brazil,1998-10-16,Heavyweight,Pedro Rizzo,David Abbott,KO/TKO,Punch,1,487,Pedro Rizzo,Pedro,Rizzo,The Rock,73.0,241.0,,Orthodox,20,11,0,1974-05-03,2.0,24.0,35.0,0.68,49.0,63.0,0.0,0.0,,0.0,0.0,,12.0,22.0,0.0,0.0,12.0,13.0,17.0,22.0,4.0,7.0,3.0,6.0,David Abbott,David,Abbott,Tank,72.0,265.0,,Switch,10,15,0,,0.0,16.0,48.0,0.33,31.0,69.0,1.0,2.0,0.5,0.0,0.0,,16.0,48.0,0.0,0.0,0.0,0.0,7.0,25.0,4.0,14.0,5.0,9.0
UFC - Ultimate Brazil,1998-10-16,Lightweight,Pat Miletich,Mikey Burnett,S-DEC,,3,180,Pat Miletich,Pat,Miletich,The Croatian Sensation,70.0,170.0,,Orthodox,29,7,2,1968-03-09,0.0,19.0,34.0,0.55,95.0,111.0,1.0,9.0,0.11,0.0,0.0,,2.0,12.0,12.0,14.0,5.0,8.0,4.0,14.0,15.0,20.0,0.0,0.0,Mikey Burnett,Mikey,Burnett,The Eastside Assassin,66.0,170.0,,Orthodox,5,2,0,1974-04-12,0.0,24.0,43.0,0.55,145.0,173.0,2.0,2.0,1.0,2.0,1.0,,2.0,20.0,20.0,21.0,2.0,2.0,1.0,12.0,23.0,29.0,0.0,2.0
UFC - Ultimate Brazil,1998-10-16,Heavyweight,Tsuyoshi Kohsaka,Pete Williams,U-DEC,,2,180,Tsuyoshi Kohsaka,Tsuyoshi,Kohsaka,TK,71.0,225.0,,Orthodox,27,19,2,1970-03-06,0.0,14.0,40.0,0.35,30.0,59.0,3.0,5.0,0.6,5.0,1.0,,7.0,29.0,4.0,5.0,3.0,6.0,11.0,36.0,0.0,1.0,3.0,3.0,Pete Williams,Pete,Williams,El Duro,75.0,235.0,,Orthodox,12,6,0,1975-07-10,0.0,13.0,67.0,0.19,15.0,70.0,0.0,0.0,,0.0,0.0,,6.0,52.0,7.0,13.0,0.0,2.0,12.0,64.0,1.0,2.0,0.0,1.0
UFC - Ultimate Brazil,1998-10-16,Middleweight,Ebenezer Fontes Braga,Jeremy Horn,SUB,Guillotine Choke,1,207,Ebenezer Fontes Braga,Ebenezer Fontes,Braga,Pitbull,72.0,199.0,,Orthodox,13,7,2,1969-04-14,0.0,9.0,16.0,0.56,17.0,26.0,1.0,1.0,1.0,1.0,0.0,,6.0,11.0,1.0,3.0,2.0,2.0,2.0,2.0,5.0,10.0,2.0,4.0,Jeremy Horn,Jeremy,Horn,Gumby,73.0,185.0,74.0,Orthodox,91,22,5,1975-08-25,0.0,3.0,5.0,0.6,11.0,13.0,0.0,0.0,,0.0,0.0,,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0
UFC - Ultimate Brazil,1998-10-16,Middleweight,Tulio Palhares,Adriano Santos,KO/TKO,Punches,1,540,Tulio Palhares,Tulio,Palhares,,,180.0,,,2,16,0,,0.0,31.0,44.0,0.7,53.0,66.0,4.0,4.0,1.0,0.0,0.0,,26.0,36.0,1.0,1.0,4.0,7.0,11.0,23.0,1.0,1.0,19.0,20.0,Adriano Santos,Adriano,Santos,,,,,,0,1,0,,0.0,11.0,36.0,0.3,21.0,47.0,2.0,3.0,0.66,0.0,1.0,,8.0,30.0,2.0,3.0,1.0,3.0,4.0,24.0,0.0,0.0,7.0,12.0
UFC - Ultimate Brazil,1998-10-16,Lightweight,Cesar Marscucci,Paulo Santos,KO/TKO,,1,627,Cesar Marscucci,Cesar,Marscucci,,,,,,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,Paulo Santos,Paulo,Santos,,,,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 17: Redemption,1998-05-15,Middleweight,Frank Shamrock,Jeremy Horn,SUB,Kneebar,2,88,Frank Shamrock,Frank,Shamrock,,70.0,185.0,,Orthodox,23,10,2,1972-12-08,0.0,20.0,28.0,0.71,121.0,129.0,0.0,0.0,,3.0,2.0,,3.0,8.0,14.0,15.0,3.0,5.0,4.0,12.0,8.0,8.0,8.0,8.0,Jeremy Horn,Jeremy,Horn,Gumby,73.0,185.0,74.0,Orthodox,91,22,5,1975-08-25,0.0,14.0,25.0,0.56,45.0,58.0,5.0,10.0,0.5,0.0,0.0,,10.0,19.0,1.0,1.0,3.0,5.0,4.0,13.0,0.0,0.0,10.0,12.0
UFC 17: Redemption,1998-05-15,Heavyweight,Pete Williams,Mark Coleman,KO/TKO,Kick,2,38,Pete Williams,Pete,Williams,El Duro,75.0,235.0,,Orthodox,12,6,0,1975-07-10,1.0,22.0,42.0,0.52,36.0,56.0,0.0,0.0,,1.0,0.0,,13.0,32.0,2.0,2.0,7.0,8.0,14.0,30.0,6.0,10.0,2.0,2.0,Mark Coleman,Mark,Coleman,The Hammer,73.0,205.0,75.0,Orthodox,16,10,0,1964-12-20,0.0,26.0,49.0,0.53,54.0,79.0,3.0,8.0,0.37,0.0,0.0,,23.0,46.0,1.0,1.0,2.0,2.0,6.0,18.0,6.0,7.0,14.0,24.0
UFC 17: Redemption,1998-05-15,Middleweight,Dan Henderson,Carlos Newton,S-DEC,,2,180,Dan Henderson,Dan,Henderson,Hendo,71.0,185.0,74.0,Orthodox,32,15,0,1970-08-24,0.0,28.0,42.0,0.66,65.0,80.0,3.0,3.0,1.0,0.0,0.0,,26.0,40.0,2.0,2.0,0.0,0.0,5.0,10.0,10.0,14.0,13.0,18.0,Carlos Newton,Carlos,Newton,The Ronin,69.0,170.0,,Orthodox,16,14,0,1976-08-17,2.0,20.0,32.0,0.62,30.0,43.0,2.0,3.0,0.66,1.0,0.0,,10.0,21.0,2.0,2.0,8.0,9.0,19.0,28.0,1.0,4.0,0.0,0.0
UFC 17: Redemption,1998-05-15,Heavyweight,David Abbott,Hugo Duarte,KO/TKO,Punches,1,43,David Abbott,David,Abbott,Tank,72.0,265.0,,Switch,10,15,0,,0.0,11.0,16.0,0.68,11.0,16.0,0.0,0.0,,0.0,1.0,,11.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,9.0,13.0,Hugo Duarte,Hugo,Duarte,,72.0,240.0,,Orthodox,6,3,0,1968-08-09,0.0,0.0,0.0,,1.0,1.0,1.0,3.0,0.33,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UFC 17: Redemption,1998-05-15,Heavyweight,Mike van Arsdale,Joe Pardo,SUB,Keylock,1,661,Mike van Arsdale,Mike,van Arsdale,,74.0,205.0,,Switch,8,5,0,1965-06-20,0.0,27.0,72.0,0.37,48.0,94.0,1.0,1.0,1.0,1.0,0.0,,15.0,55.0,8.0,10.0,4.0,7.0,9.0,35.0,1.0,4.0,17.0,33.0,Joe Pardo,Joe,Pardo,,73.0,210.0,,Southpaw,4,6,0,,0.0,4.0,11.0,0.36,10.0,17.0,0.0,5.0,0.0,1.0,0.0,,2.0,7.0,2.0,4.0,0.0,0.0,3.0,10.0,1.0,1.0,0.0,0.0
UFC 17: Redemption,1998-05-15,Middleweight,Carlos Newton,Bob Gilstrap,SUB,Triangle Choke,1,52,Carlos Newton,Carlos,Newton,The Ronin,69.0,170.0,,Orthodox,16,14,0,1976-08-17,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Bob Gilstrap,Bob,Gilstrap,,75.0,200.0,,Orthodox,5,7,0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
UFC 17: Redemption,1998-05-15,Middleweight,Dan Henderson,Allan Goes,U-DEC,,2,180,Dan Henderson,Dan,Henderson,Hendo,71.0,185.0,74.0,Orthodox,32,15,0,1970-08-24,1.0,31.0,54.0,0.57,53.0,77.0,1.0,1.0,1.0,1.0,0.0,,21.0,43.0,9.0,10.0,1.0,1.0,3.0,16.0,18.0,25.0,10.0,13.0,Allan Goes,Allan,Goes,,72.0,205.0,,Orthodox,10,5,2,1971-04-20,1.0,36.0,49.0,0.73,43.0,56.0,0.0,0.0,,0.0,0.0,,16.0,27.0,4.0,4.0,16.0,18.0,29.0,42.0,6.0,6.0,1.0,1.0
UFC 17: Redemption,1998-05-15,Heavyweight,Andre Roberts,Harry Moskowitz,U-DEC,,2,180,Andre Roberts,Andre,Roberts,The Chief,74.0,345.0,,Orthodox,14,2,1,1965-02-24,,,,,,,,,,,,,,,,,,,,,,,,,Harry Moskowitz,Harry,Moskowitz,Dirty,77.0,275.0,,Orthodox,6,12,0,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 17: Redemption,1998-05-15,Middleweight,Chuck Liddell,Noe Hernandez,U-DEC,,1,720,Chuck Liddell,Chuck,Liddell,The Iceman,74.0,205.0,76.0,Orthodox,21,8,0,1969-12-17,0.0,46.0,98.0,0.46,61.0,117.0,2.0,2.0,1.0,0.0,0.0,,13.0,47.0,6.0,9.0,27.0,42.0,20.0,52.0,21.0,36.0,5.0,10.0,Noe Hernandez,Noe,Hernandez,,,,,Orthodox,5,5,0,,0.0,9.0,38.0,0.23,11.0,40.0,1.0,1.0,1.0,0.0,0.0,,8.0,37.0,0.0,0.0,1.0,1.0,5.0,25.0,3.0,12.0,1.0,1.0
UFC 16: Battle in the Bayou,1998-03-13,Middleweight,Frank Shamrock,Igor Zinoviev,KO/TKO,Slam,1,22,Frank Shamrock,Frank,Shamrock,,70.0,185.0,,Orthodox,23,10,2,1972-12-08,0.0,2.0,4.0,0.5,2.0,4.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,1.0,3.0,1.0,3.0,0.0,0.0,1.0,1.0,Igor Zinoviev,Igor,Zinoviev,Houdini,73.0,199.0,,Orthodox,4,1,2,,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
UFC 16: Battle in the Bayou,1998-03-13,Heavyweight,Tsuyoshi Kohsaka,Kimo Leopoldo,U-DEC,,2,180,Tsuyoshi Kohsaka,Tsuyoshi,Kohsaka,TK,71.0,225.0,,Orthodox,27,19,2,1970-03-06,0.0,45.0,75.0,0.6,113.0,155.0,0.0,2.0,0.0,0.0,0.0,,31.0,58.0,2.0,2.0,12.0,15.0,32.0,51.0,2.0,2.0,11.0,22.0,Kimo Leopoldo,Kimo,Leopoldo,,75.0,235.0,,Orthodox,10,7,1,1968-01-05,0.0,13.0,46.0,0.28,25.0,60.0,2.0,5.0,0.4,2.0,0.0,,13.0,46.0,0.0,0.0,0.0,0.0,6.0,34.0,0.0,0.0,7.0,12.0
UFC 16: Battle in the Bayou,1998-03-13,Lightweight,Pat Miletich,Chris Brennan,SUB,Shoulder Choke,1,542,Pat Miletich,Pat,Miletich,The Croatian Sensation,70.0,170.0,,Orthodox,29,7,2,1968-03-09,0.0,6.0,14.0,0.42,67.0,77.0,0.0,0.0,,1.0,0.0,,4.0,10.0,1.0,2.0,1.0,2.0,3.0,7.0,0.0,0.0,3.0,7.0,Chris Brennan,Chris,Brennan,The Westside Strangler,68.0,170.0,,Orthodox,21,13,1,1971-10-12,0.0,2.0,10.0,0.2,70.0,83.0,1.0,1.0,1.0,1.0,0.0,,1.0,8.0,1.0,2.0,0.0,0.0,1.0,9.0,1.0,1.0,0.0,0.0
UFC 16: Battle in the Bayou,1998-03-13,Middleweight,Jerry Bohlander,Kevin Jackson,SUB,Armbar,1,623,Jerry Bohlander,Jerry,Bohlander,,71.0,199.0,,Orthodox,11,4,0,1974-02-12,0.0,5.0,17.0,0.29,9.0,21.0,0.0,2.0,0.0,2.0,0.0,,2.0,14.0,0.0,0.0,3.0,3.0,4.0,16.0,0.0,0.0,1.0,1.0,Kevin Jackson,Kevin,Jackson,,70.0,199.0,,Switch,4,2,0,,0.0,18.0,25.0,0.72,35.0,44.0,2.0,2.0,1.0,0.0,0.0,,13.0,20.0,4.0,4.0,1.0,1.0,5.0,9.0,0.0,0.0,13.0,16.0
UFC 16: Battle in the Bayou,1998-03-13,Lightweight,Pat Miletich,Townsend Saunders,S-DEC,,2,180,Pat Miletich,Pat,Miletich,The Croatian Sensation,70.0,170.0,,Orthodox,29,7,2,1968-03-09,0.0,18.0,27.0,0.66,64.0,74.0,0.0,0.0,,1.0,1.0,,5.0,14.0,11.0,11.0,2.0,2.0,3.0,12.0,13.0,13.0,2.0,2.0,Townsend Saunders,Townsend,Saunders,,65.0,170.0,,Orthodox,0,2,0,,0.0,13.0,34.0,0.38,46.0,71.0,2.0,3.0,0.66,0.0,1.0,,7.0,25.0,5.0,6.0,1.0,3.0,0.0,2.0,6.0,7.0,7.0,25.0
UFC 16: Battle in the Bayou,1998-03-13,Lightweight,Mikey Burnett,Eugenio Tadeu,KO/TKO,Punches,1,585,Mikey Burnett,Mikey,Burnett,The Eastside Assassin,66.0,170.0,,Orthodox,5,2,0,1974-04-12,0.0,42.0,80.0,0.52,100.0,142.0,1.0,1.0,1.0,1.0,0.0,,25.0,61.0,17.0,19.0,0.0,0.0,12.0,35.0,10.0,23.0,20.0,22.0,Eugenio Tadeu,Eugenio,Tadeu,,68.0,160.0,,Orthodox,2,3,0,,0.0,6.0,24.0,0.25,32.0,50.0,0.0,2.0,0.0,0.0,0.0,,2.0,15.0,1.0,6.0,3.0,3.0,5.0,11.0,1.0,13.0,0.0,0.0
UFC 16: Battle in the Bayou,1998-03-13,Lightweight,Chris Brennan,Courtney Turner,SUB,Armbar,1,80,Chris Brennan,Chris,Brennan,The Westside Strangler,68.0,170.0,,Orthodox,21,13,1,1971-10-12,,,,,,,,,,,,,,,,,,,,,,,,,Courtney Turner,Courtney,Turner,,74.0,170.0,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 16: Battle in the Bayou,1998-03-13,Lightweight,Laverne Clark,Josh Stuart,KO/TKO,,1,75,Laverne Clark,Laverne,Clark,,71.0,170.0,,Orthodox,27,21,1,1973-12-02,,,,,,,,,,,,,,,,,,,,,,,,,Josh Stuart,Josh,Stuart,,69.0,160.0,,,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
UFC - Ultimate Japan,1997-12-21,Heavyweight,Randy Couture,Maurice Smith,M-DEC,,3,180,Randy Couture,Randy,Couture,The Natural,73.0,205.0,75.0,Orthodox,19,11,0,1963-06-22,0.0,19.0,31.0,0.61,54.0,66.0,3.0,3.0,1.0,1.0,0.0,,19.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,31.0,Maurice Smith,Maurice,Smith,,74.0,221.0,,Orthodox,12,14,0,1961-12-13,0.0,9.0,17.0,0.52,18.0,26.0,0.0,0.0,,0.0,0.0,,5.0,11.0,1.0,2.0,3.0,4.0,7.0,14.0,1.0,2.0,1.0,1.0
UFC - Ultimate Japan,1997-12-21,Heavyweight,Kazushi Sakuraba,Marcus Silveira,SUB,Armbar,1,224,Kazushi Sakuraba,Kazushi,Sakuraba,The Gracie Hunter,72.0,185.0,,Southpaw,26,17,1,1969-07-14,0.0,1.0,2.0,0.5,2.0,3.0,1.0,1.0,1.0,2.0,0.0,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,Marcus Silveira,Marcus,Silveira,Conan,75.0,242.0,,Orthodox,6,4,0,,0.0,1.0,2.0,0.5,11.0,13.0,1.0,1.0,1.0,1.0,0.0,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
UFC - Ultimate Japan,1997-12-21,Heavyweight,Vitor Belfort,Joe Charles,SUB,Armbar,1,243,Vitor Belfort,Vitor,Belfort,The Phenom,72.0,185.0,74.0,Southpaw,26,14,0,1977-04-01,0.0,0.0,0.0,,0.0,0.0,2.0,2.0,1.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Joe Charles,Joe,Charles,The Ghetto Man,73.0,260.0,,Southpaw,6,13,0,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
UFC - Ultimate Japan,1997-12-21,Lightweight,Frank Shamrock,Kevin Jackson,SUB,Armbar,1,16,Frank Shamrock,Frank,Shamrock,,70.0,185.0,,Orthodox,23,10,2,1972-12-08,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Kevin Jackson,Kevin,Jackson,,70.0,199.0,,Switch,4,2,0,,0.0,2.0,3.0,0.66,2.0,3.0,1.0,1.0,1.0,0.0,0.0,,1.0,2.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0
UFC - Ultimate Japan,1997-12-21,Heavyweight,NO CONTEST,NO CONTEST,Overturned,,1,111,Kazushi Sakuraba,Kazushi,Sakuraba,The Gracie Hunter,72.0,185.0,,Southpaw,26,17,1,1969-07-14,0.0,1.0,2.0,0.5,2.0,3.0,1.0,1.0,1.0,2.0,0.0,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,Marcus Silveira,Marcus,Silveira,Conan,75.0,242.0,,Orthodox,6,4,0,,0.0,1.0,2.0,0.5,11.0,13.0,1.0,1.0,1.0,1.0,0.0,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
UFC - Ultimate Japan,1997-12-21,Heavyweight,David Abbott,Yoji Anjo,U-DEC,,2,180,David Abbott,David,Abbott,Tank,72.0,265.0,,Switch,10,15,0,,0.0,13.0,31.0,0.41,69.0,90.0,3.0,4.0,0.75,0.0,0.0,,13.0,31.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,7.0,19.0,Yoji Anjo,Yoji,Anjo,Mr. 200%,71.0,205.0,,Orthodox,0,5,1,1967-03-28,0.0,9.0,9.0,1.0,29.0,30.0,0.0,1.0,0.0,1.0,0.0,,1.0,1.0,1.0,1.0,7.0,7.0,8.0,8.0,1.0,1.0,0.0,0.0
UFC - Ultimate Japan,1997-12-21,Heavyweight,Tra Telligman,Brad Kohler,SUB,Armbar,1,605,Tra Telligman,Tra,Telligman,Trauma,74.0,233.0,,Orthodox,7,5,1,1965-02-07,0.0,6.0,17.0,0.35,18.0,29.0,0.0,0.0,,1.0,0.0,,5.0,16.0,0.0,0.0,1.0,1.0,6.0,13.0,0.0,3.0,0.0,1.0,Brad Kohler,Brad,Kohler,,69.0,220.0,,Orthodox,12,15,0,1964-05-26,0.0,12.0,24.0,0.5,74.0,93.0,3.0,6.0,0.5,0.0,0.0,,9.0,21.0,3.0,3.0,0.0,0.0,3.0,6.0,0.0,1.0,9.0,17.0
UFC 15: Collision Course,1997-10-17,Heavyweight,Maurice Smith,David Abbott,SUB,Other,1,488,Maurice Smith,Maurice,Smith,,74.0,221.0,,Orthodox,12,14,0,1961-12-13,0.0,12.0,13.0,0.92,38.0,39.0,0.0,0.0,,1.0,0.0,,7.0,8.0,0.0,0.0,5.0,5.0,5.0,5.0,1.0,1.0,6.0,7.0,David Abbott,David,Abbott,Tank,72.0,265.0,,Switch,10,15,0,,1.0,5.0,22.0,0.22,17.0,39.0,0.0,0.0,,0.0,0.0,,5.0,22.0,0.0,0.0,0.0,0.0,1.0,8.0,2.0,3.0,2.0,11.0
UFC 15: Collision Course,1997-10-17,Heavyweight,Mark Kerr,Dwayne Cason,SUB,Rear Naked Choke,1,53,Mark Kerr,Mark,Kerr,The Smashing Machine,75.0,266.0,,Switch,15,11,0,1968-12-21,0.0,5.0,7.0,0.71,9.0,11.0,1.0,1.0,1.0,1.0,0.0,,5.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,6.0,Dwayne Cason,Dwayne,Cason,,70.0,212.0,,Orthodox,1,1,0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UFC 15: Collision Course,1997-10-17,Heavyweight,Randy Couture,Vitor Belfort,KO/TKO,Punches,1,496,Randy Couture,Randy,Couture,The Natural,73.0,205.0,75.0,Orthodox,19,11,0,1963-06-22,0.0,34.0,43.0,0.79,77.0,88.0,1.0,1.0,1.0,1.0,0.0,,31.0,40.0,3.0,3.0,0.0,0.0,2.0,5.0,22.0,26.0,10.0,12.0,Vitor Belfort,Vitor,Belfort,The Phenom,72.0,185.0,74.0,Southpaw,26,14,0,1977-04-01,0.0,6.0,21.0,0.28,13.0,28.0,0.0,1.0,0.0,0.0,0.0,,6.0,21.0,0.0,0.0,0.0,0.0,1.0,13.0,5.0,8.0,0.0,0.0
UFC 15: Collision Course,1997-10-17,Heavyweight,Dave Beneteau,Carlos Barreto,U-DEC,,2,180,Dave Beneteau,Dave,Beneteau,Dangerous,74.0,250.0,,Orthodox,6,5,1,,0.0,13.0,28.0,0.46,54.0,69.0,3.0,3.0,1.0,0.0,0.0,,10.0,23.0,2.0,3.0,1.0,2.0,1.0,6.0,5.0,6.0,7.0,16.0,Carlos Barreto,Carlos,Barreto,,76.0,230.0,,Orthodox,14,9,0,,0.0,11.0,32.0,0.34,61.0,87.0,2.0,4.0,0.5,0.0,0.0,,6.0,23.0,4.0,6.0,1.0,3.0,2.0,19.0,6.0,10.0,3.0,3.0
UFC 15: Collision Course,1997-10-17,Heavyweight,Mark Kerr,Greg Stott,KO/TKO,Knee,1,17,Mark Kerr,Mark,Kerr,The Smashing Machine,75.0,266.0,,Switch,15,11,0,1968-12-21,1.0,1.0,2.0,0.5,1.0,2.0,0.0,0.0,,0.0,0.0,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,Greg Stott,Greg,Stott,Ranger,67.0,220.0,,Southpaw,0,1,0,,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,,0.0,0.0,,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
UFC 15: Collision Course,1997-10-17,Heavyweight,Dwayne Cason,Houston Dorr,KO/TKO,Punches,1,223,Dwayne Cason,Dwayne,Cason,,70.0,212.0,,Orthodox,1,1,0,,0.0,11.0,22.0,0.5,25.0,36.0,1.0,1.0,1.0,0.0,0.0,,11.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,22.0,Houston Dorr,Houston,Dorr,,73.0,210.0,,Orthodox,1,2,0,,0.0,1.0,2.0,0.5,11.0,15.0,0.0,0.0,,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
UFC 15: Collision Course,1997-10-17,Heavyweight,Alex Hunter,Harry Moskowitz,S-DEC,,1,720,Alex Hunter,Alex,Hunter,,69.0,226.0,,Orthodox,2,0,0,,0.0,11.0,18.0,0.61,20.0,34.0,1.0,5.0,0.2,0.0,1.0,,8.0,15.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,5.0,5.0,10.0,Harry Moskowitz,Harry,Moskowitz,Dirty,77.0,275.0,,Orthodox,6,12,0,,0.0,12.0,22.0,0.54,26.0,36.0,1.0,1.0,1.0,4.0,0.0,,2.0,10.0,10.0,12.0,0.0,0.0,0.0,6.0,12.0,16.0,0.0,0.0
UFC 14: Showdown,1997-07-27,Heavyweight,Maurice Smith,Mark Coleman,U-DEC,,3,180,Maurice Smith,Maurice,Smith,,74.0,221.0,,Orthodox,12,14,0,1961-12-13,0.0,55.0,65.0,0.84,129.0,139.0,0.0,0.0,,0.0,1.0,,34.0,44.0,1.0,1.0,20.0,20.0,36.0,44.0,0.0,0.0,19.0,21.0,Mark Coleman,Mark,Coleman,The Hammer,73.0,205.0,75.0,Orthodox,16,10,0,1964-12-20,0.0,19.0,43.0,0.44,47.0,80.0,2.0,7.0,0.28,2.0,0.0,,19.0,43.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,17.0,37.0
