Event,Date,Weight class,Winner,Loser,Win decided by,Win Method,Round,Time,Fighter 1,Height F_1,Weight F_1,Reach F_1,Stance F_1,Wins F_1,Losses F_1,Draws F_1,DOB F_1,KD F_1,Sig. str. landed F_1,Sig. str. thrown F_1,Sig. str. % F_1,Total str. landed F_1,Total str. thrown F_1,Td completed F_1,Td attempted F_1,Td % F_1,Sub. att F_1,Rev. F_1,Ctrl F_1,Head landed F_1,Head thrown F_1,Body landed F_1,Body thrown F_1,Leg landed F_1,Leg thrown F_1,Distance landed F_1,Distance thrown F_1,Clinch landed F_1,Clinch thrown F_1,Ground landed F_1,Ground thrown F_1,Fighter 2,Height F_2,Weight F_2,Reach F_2,Stance F_2,Wins F_2,Losses F_2,Draws F_2,DOB F_2,KD F_2,Sig. str. landed F_2,Sig. str. thrown F_2,Sig. str. % F_2,Total str. landed F_2,Total str. thrown F_2,Td completed F_2,Td attempted F_2,Td % F_2,Sub. att F_2,Rev. F_2,Ctrl F_2,Head landed F_2,Head thrown F_2,Body landed F_2,Body thrown F_2,Leg landed F_2,Leg thrown F_2,Distance landed F_2,Distance thrown F_2,Clinch landed F_2,Clinch thrown F_2,Ground landed F_2,Ground thrown F_2
UFC 70: Nations Collide,2007-04-21,Light Heavyweight,Alessio Sakara,Victor Valimaki,KO/TKO,Punch,1,104,Alessio Sakara,72,185,72,Orthodox,19,11,0,1981-09-02,0,6,23,0.26,6,23,0,0,0.0,0,0,0,6,23,0,0,0,0,5,20,1,3,0,0,Victor Valimaki,72,205,74,Orthodox,18,10,0,1981-05-14,0,0,10,0.0,0,10,0,4,0.0,0,0,5,0,10,0,0,0,0,0,10,0,0,0,0
UFC 70: Nations Collide,2007-04-21,Welterweight,Jess Liaudin,Dennis Siver,SUB,Armbar,1,81,Jess Liaudin,69,170,72,Orthodox,20,11,0,1983-12-22,0,1,5,0.2,1,5,0,0,0.0,1,0,43,0,2,0,1,1,2,1,5,0,0,0,0,Dennis Siver,66,145,70,Orthodox,23,11,0,1979-01-13,0,2,3,0.66,4,5,1,1,1.0,0,0,0,0,1,2,2,0,0,2,3,0,0,0,0
UFC 70: Nations Collide,2007-04-21,Welterweight,Paul Taylor,Edilberto de Oliveira,KO/TKO,Kick,3,37,Paul Taylor,72,155,72,Orthodox,11,6,1,1979-12-15,1,78,198,0.39,80,200,0,0,0.0,0,0,8,44,153,6,7,28,38,71,183,4,5,3,10,Edilberto de Oliveira,72,170,72,Orthodox,29,15,2,1982-11-22,0,46,142,0.32,46,142,0,5,0.0,0,0,19,20,110,15,15,11,17,45,139,1,3,0,0
UFC 69: Shootout,2007-04-07,Welterweight,Matt Serra,Georges St-Pierre,KO/TKO,Punch,1,205,Matt Serra,66,170,68,Orthodox,11,7,0,1974-06-02,2,20,40,0.5,20,40,0,0,0.0,0,0,0,13,31,3,5,4,4,13,29,0,0,7,11,Georges St-Pierre,71,185,76,Orthodox,26,2,0,1981-05-19,0,6,23,0.26,6,23,0,1,0.0,0,0,5,4,20,0,0,2,3,6,23,0,0,0,0
UFC 69: Shootout,2007-04-07,Welterweight,Josh Koscheck,Diego Sanchez,Decision,Unanimous Decision,3,300,Josh Koscheck,70,170,73,Orthodox,17,11,0,1977-11-30,0,30,116,0.25,33,119,1,1,1.0,0,0,14,23,107,3,5,4,4,30,116,0,0,0,0,Diego Sanchez,70,170,72,Southpaw,31,13,0,1981-12-31,0,12,116,0.1,12,116,0,0,0.0,0,1,6,6,108,0,2,6,6,12,116,0,0,0,0
UFC 69: Shootout,2007-04-07,Lightweight,Roger Huerta,Leonard Garcia,Decision,Unanimous Decision,3,300,Roger Huerta,69,155,70,Orthodox,23,9,1,1983-05-20,0,85,206,0.41,152,300,6,7,0.85,0,1,608,79,198,6,8,0,0,19,77,17,41,49,88,Leonard Garcia,70,145,68,Orthodox,18,13,1,1979-07-14,0,29,89,0.32,58,134,0,1,0.0,2,2,65,23,75,3,6,3,8,17,63,9,21,3,5
UFC 69: Shootout,2007-04-07,Middleweight,Yushin Okami,Mike Swick,Decision,Unanimous Decision,3,300,Yushin Okami,74,170,75,Southpaw,34,12,0,1981-07-21,0,28,55,0.5,129,170,4,9,0.44,2,0,434,24,50,2,2,2,3,12,34,4,4,12,17,Mike Swick,73,170,77,Orthodox,15,6,0,1979-06-19,0,28,99,0.28,48,121,0,0,0.0,0,1,59,14,77,3,6,11,16,16,83,11,15,1,1
UFC 69: Shootout,2007-04-07,Middleweight,Kendall Grove,Alan Belcher,SUB,D'Arce Choke,2,282,Kendall Grove,78,185,79,Orthodox,23,17,0,1982-11-12,0,41,74,0.55,95,128,1,1,1.0,2,0,284,25,52,10,16,6,6,13,32,20,29,8,13,Alan Belcher,74,185,75,Orthodox,18,8,0,1984-04-24,0,8,13,0.61,10,15,1,7,0.14,0,0,132,0,5,5,5,3,3,7,11,0,1,1,1
UFC 69: Shootout,2007-04-07,Heavyweight,Heath Herring,Brad Imes,Decision,Unanimous Decision,3,300,Heath Herring,76,250,78,Orthodox,28,16,0,1978-03-02,2,64,123,0.52,163,232,1,1,1.0,0,2,554,53,112,7,7,4,4,26,64,5,9,33,50,Brad Imes,79,265,80,Orthodox,13,7,0,1977-03-13,0,19,52,0.36,35,74,1,2,0.5,2,0,74,15,47,3,4,1,1,10,36,5,8,4,8
UFC 69: Shootout,2007-04-07,Middleweight,Thales Leites,Pete Sell,Decision,Unanimous Decision,3,300,Thales Leites,73,185,78,Orthodox,28,9,0,1981-09-06,0,56,84,0.66,125,155,3,8,0.37,4,0,654,48,75,3,4,5,5,12,24,3,5,41,55,Pete Sell,71,170,75,Orthodox,10,7,0,1982-08-05,0,3,14,0.21,14,25,0,0,0.0,2,0,36,1,10,2,4,0,0,2,11,0,0,1,3
UFC 69: Shootout,2007-04-07,Welterweight,Marcus Davis,Pete Spratt,SUB,Ankle Lock,2,177,Marcus Davis,70,170,70,Southpaw,22,11,0,1973-08-24,0,6,20,0.3,18,32,3,3,1.0,1,0,331,6,20,0,0,0,0,5,17,0,1,1,2,Pete Spratt,69,170,72,Orthodox,25,23,0,1971-01-09,0,7,21,0.33,15,29,0,0,0.0,0,1,20,3,14,1,3,3,4,5,16,2,3,0,2
UFC 69: Shootout,2007-04-07,Welterweight,Luke Cummo,Josh Haynes,KO/TKO,Punch,2,165,Luke Cummo,72,170,74,Orthodox,6,6,0,1980-04-27,1,38,89,0.42,43,94,0,1,0.0,0,0,29,19,66,16,20,3,3,31,77,7,12,0,0,Josh Haynes,69,170,77,Orthodox,14,11,0,1977-07-30,0,9,55,0.16,15,61,1,4,0.25,0,0,23,4,48,3,4,2,3,7,51,2,4,0,0
UFC Fight Night: Stevenson vs Guillard,2007-04-05,Lightweight,Joe Stevenson,Melvin Guillard,SUB,Guillotine Choke,1,27,Joe Stevenson,67,145,70,Orthodox,33,16,0,1982-06-15,0,2,3,0.66,2,3,1,1,1.0,1,0,11,2,3,0,0,0,0,2,2,0,0,0,1,Melvin Guillard,69,155,71,Orthodox,32,18,2,1983-03-30,0,1,7,0.14,1,7,0,0,0.0,0,0,3,1,7,0,0,0,0,1,7,0,0,0,0
UFC Fight Night: Stevenson vs Guillard,2007-04-05,Heavyweight,Justin McCully,Antoni Hardonk,Decision,Unanimous Decision,3,300,Justin McCully,73,225,73,Orthodox,11,5,2,1976-02-18,0,21,40,0.52,80,120,3,5,0.6,0,0,810,19,38,0,0,2,2,2,3,1,1,18,36,Antoni Hardonk,76,245,78,Orthodox,8,6,0,1976-02-05,0,26,35,0.74,50,61,0,0,0.0,1,0,0,10,18,14,15,2,2,3,6,23,29,0,0
UFC Fight Night: Stevenson vs Guillard,2007-04-05,Lightweight,Kenny Florian,Dokonjonosuke Mishima,SUB,Rear Naked Choke,3,237,Kenny Florian,70,145,74,Southpaw,14,6,0,1976-05-26,0,38,72,0.52,94,132,1,1,1.0,1,0,437,25,57,2,3,11,12,15,30,4,5,19,37,Dokonjonosuke Mishima,67,155,70,Southpaw,21,7,2,1972-04-19,0,6,36,0.16,28,58,1,10,0.1,2,0,89,4,30,1,4,1,2,3,26,2,5,1,5
UFC Fight Night: Stevenson vs Guillard,2007-04-05,Light Heavyweight,Wilson Gouveia,Seth Petruzelli,SUB,Guillotine Choke,2,39,Wilson Gouveia,73,185,76,Orthodox,14,8,0,1978-10-03,0,17,39,0.43,37,59,1,1,1.0,1,0,194,10,29,1,2,6,8,6,15,2,3,9,21,Seth Petruzelli,72,205,76,Orthodox,14,8,0,1979-12-03,0,8,30,0.26,26,48,1,1,1.0,0,0,14,4,26,0,0,4,4,7,26,1,4,0,0
UFC Fight Night: Stevenson vs Guillard,2007-04-05,Welterweight,Drew Fickett,Keita Nakamura,Decision,Unanimous Decision,3,300,Drew Fickett,70,155,70,Orthodox,42,21,0,1979-12-14,0,79,174,0.45,132,241,2,5,0.4,0,0,404,36,125,37,43,6,6,16,58,34,46,29,70,Keita Nakamura,71,170,73,Southpaw,34,10,2,1984-05-22,0,32,88,0.36,49,118,2,2,1.0,0,1,181,29,85,2,2,1,1,18,63,8,12,6,13
UFC Fight Night: Stevenson vs Guillard,2007-04-05,Lightweight,Kurt Pellegrino,Nate Mohr,SUB,Ankle Lock,1,178,Kurt Pellegrino,68,155,70,Orthodox,16,7,0,1979-05-07,0,4,7,0.57,9,12,1,2,0.5,1,0,113,3,6,1,1,0,0,0,2,0,0,4,5,Nate Mohr,69,155,72,Orthodox,9,7,0,1983-03-03,0,6,11,0.54,16,21,0,0,0.0,0,0,0,4,8,2,2,0,1,1,3,3,3,2,5
UFC Fight Night: Stevenson vs Guillard,2007-04-05,Welterweight,Kuniyoshi Hironaka,Forrest Petz,Decision,Unanimous Decision,3,300,Kuniyoshi Hironaka,70,168,70,Orthodox,23,9,0,1976-06-17,0,26,45,0.57,115,138,5,12,0.41,1,0,603,20,38,4,4,2,3,4,14,3,4,19,27,Forrest Petz,69,170,71,Orthodox,26,10,0,1975-09-22,0,7,35,0.2,26,54,0,0,0.0,0,1,48,4,28,1,3,2,4,4,27,3,8,0,0
UFC Fight Night: Stevenson vs Guillard,2007-04-05,Welterweight,Roan Carneiro,Rich Clementi,Decision,Unanimous Decision,3,300,Roan Carneiro,71,170,76,Orthodox,21,11,0,1978-06-02,0,22,36,0.61,59,77,7,8,0.87,4,0,710,16,30,4,4,2,2,7,12,9,10,6,14,Rich Clementi,69,155,72,Southpaw,45,23,1,1976-03-31,0,9,27,0.33,59,77,0,0,0.0,0,0,8,5,23,2,2,2,2,6,21,3,6,0,0
UFC Fight Night: Stevenson vs Guillard,2007-04-05,Lightweight,Thiago Tavares,Naoyuki Kotani,Decision,Unanimous Decision,3,300,Thiago Tavares,67,145,70,Orthodox,21,7,1,1984-11-08,0,21,28,0.75,159,175,4,6,0.66,2,1,308,13,18,7,7,1,3,5,11,0,0,16,17,Naoyuki Kotani,68,155,66,Southpaw,34,14,7,1981-12-08,0,12,30,0.4,72,94,1,2,0.5,1,3,355,3,17,1,2,8,11,8,22,3,5,1,3
UFC 68: The Uprising,2007-03-03,Heavyweight,Randy Couture,Tim Sylvia,Decision,Unanimous Decision,5,300,Randy Couture,73,205,75,Orthodox,19,11,0,1963-06-22,1,73,138,0.52,138,205,7,10,0.7,0,0,951,57,119,13,16,3,3,40,90,2,2,31,46,Tim Sylvia,80,265,80,Orthodox,31,10,0,1976-03-05,0,25,106,0.23,39,123,0,0,0.0,0,0,45,22,102,3,4,0,0,15,92,5,9,5,5
UFC 68: The Uprising,2007-03-03,Middleweight,Martin Kampmann,Drew McFedries,SUB,Arm Triangle,1,246,Martin Kampmann,72,170,72,Orthodox,20,7,0,1982-04-17,0,15,32,0.46,30,48,1,1,1.0,1,0,122,9,23,6,9,0,0,9,21,2,6,4,5,Drew McFedries,72,185,72,Southpaw,12,7,0,1978-07-27,1,16,33,0.48,17,34,0,0,0.0,0,0,11,16,32,0,1,0,0,11,24,1,4,4,5
UFC 68: The Uprising,2007-03-03,Middleweight,Rich Franklin,Jason MacDonald,KO/TKO,Punch,2,300,Rich Franklin,73,185,76,Southpaw,29,7,0,1974-10-05,0,49,89,0.55,63,103,1,1,1.0,0,1,295,44,83,3,4,2,2,10,24,9,11,30,54,Jason MacDonald,75,185,80,Orthodox,25,16,0,1975-06-03,0,16,27,0.59,27,38,1,11,0.09,0,0,117,0,11,3,3,13,13,4,14,11,12,1,1
UFC 68: The Uprising,2007-03-03,Welterweight,Matt Hughes,Chris Lytle,Decision,Unanimous Decision,3,300,Matt Hughes,69,170,73,Switch,45,9,0,1973-10-13,0,13,21,0.61,60,68,2,3,0.66,3,1,789,11,19,2,2,0,0,0,0,0,0,13,21,Chris Lytle,71,170,68,Orthodox,31,18,5,1974-08-18,0,5,16,0.31,44,55,0,0,0.0,3,1,45,1,11,4,5,0,0,1,9,0,0,4,7
UFC 68: The Uprising,2007-03-03,Light Heavyweight,Jason Lambert,Renato Sobral,KO/TKO,Punch,2,216,Jason Lambert,75,185,75,Orthodox,26,13,0,1975-06-03,2,19,30,0.63,64,85,2,2,1.0,0,0,191,15,26,3,3,1,1,3,3,8,11,8,16,Renato Sobral,73,205,75,Orthodox,37,11,0,1975-09-07,0,5,22,0.22,23,41,1,1,1.0,1,0,237,4,15,1,6,0,1,2,11,2,8,1,3
UFC 68: The Uprising,2007-03-03,Light Heavyweight,Matt Hamill,Rex Holman,KO/TKO,Punch,1,240,Matt Hamill,73,205,76,Orthodox,12,8,0,1976-10-05,0,29,49,0.59,45,68,0,1,0.0,0,0,57,28,47,1,2,0,0,10,25,4,5,15,19,Rex Holman,75,205,78,Southpaw,4,2,0,1981-05-14,0,11,32,0.34,15,36,0,4,0.0,0,0,0,3,20,1,2,7,10,10,29,1,3,0,0
UFC 68: The Uprising,2007-03-03,Welterweight,Jon Fitch,Luigi Fioravanti,SUB,Rear Naked Choke,2,185,Jon Fitch,72,170,74,Orthodox,30,7,1,1978-02-24,0,19,42,0.45,69,93,2,7,0.28,2,0,261,7,25,7,10,5,7,6,17,6,10,7,15,Luigi Fioravanti,68,170,70,Orthodox,26,15,0,1981-01-22,0,14,25,0.56,21,32,0,0,0.0,0,0,37,3,13,3,4,8,8,4,13,10,12,0,0
UFC 68: The Uprising,2007-03-03,Lightweight,Gleison Tibau,Jason Dent,Decision,Unanimous Decision,3,300,Gleison Tibau,70,155,71,Southpaw,33,14,0,1983-10-07,0,36,83,0.43,112,174,5,6,0.83,1,0,744,33,79,1,1,2,3,6,25,0,0,30,58,Jason Dent,70,155,71,Orthodox,22,13,0,1980-06-12,0,12,42,0.28,116,151,0,0,0.0,0,0,0,4,27,4,9,4,6,10,39,1,2,1,1
UFC 68: The Uprising,2007-03-03,Lightweight,Jamie Varner,Jason Gilliam,SUB,Rear Naked Choke,1,94,Jamie Varner,68,155,71,Orthodox,21,11,1,1984-10-12,0,7,13,0.53,10,16,1,1,1.0,2,0,80,6,12,0,0,1,1,1,1,0,0,6,12,Jason Gilliam,72,170,72,Orthodox,14,9,0,1984-11-29,0,0,2,0.0,1,3,0,0,0.0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0
UFC 67: All or Nothing,2007-02-03,Middleweight,Anderson Silva,Travis Lutter,SUB,Triangle Choke,2,131,Anderson Silva,74,185,77,Southpaw,34,11,0,1975-04-14,0,9,11,0.81,28,33,0,0,0.0,2,1,26,8,9,0,1,1,1,2,3,0,0,7,8,Travis Lutter,71,185,75,Orthodox,10,6,0,1973-05-12,0,8,16,0.5,14,22,3,5,0.6,0,0,295,7,15,1,1,0,0,0,2,0,0,8,14
UFC 67: All or Nothing,2007-02-03,Heavyweight,Mirko Filipovic,Eddie Sanchez,KO/TKO,Punch,1,273,Mirko Filipovic,74,230,73,Southpaw,35,11,2,1974-09-10,1,20,39,0.51,32,51,0,0,0.0,0,0,57,16,34,3,3,1,2,12,26,1,3,7,10,Eddie Sanchez,74,230,74,Orthodox,15,8,0,1982-11-04,0,5,40,0.12,5,40,0,0,0.0,0,0,0,4,38,1,1,0,1,3,37,2,3,0,0
UFC 67: All or Nothing,2007-02-03,Lightweight,Roger Huerta,John Halverson,KO/TKO,Punch,1,19,Roger Huerta,69,155,70,Orthodox,23,9,1,1983-05-20,0,13,18,0.72,13,18,1,1,1.0,0,0,12,13,18,0,0,0,0,0,1,0,0,13,17,John Halverson,69,155,71,Southpaw,16,8,0,1972-09-08,0,1,2,0.5,1,2,0,0,0.0,0,0,0,0,1,1,1,0,0,1,2,0,0,0,0
UFC 67: All or Nothing,2007-02-03,Light Heavyweight,Quinton Jackson,Marvin Eastman,KO/TKO,Punch,2,229,Quinton Jackson,73,205,73,Orthodox,37,12,0,1978-06-20,1,45,74,0.6,55,84,0,1,0.0,0,0,61,31,59,12,13,2,2,13,34,31,39,1,1,Marvin Eastman,69,185,73,Orthodox,18,15,1,1971-06-08,0,15,54,0.27,25,64,0,1,0.0,0,0,31,9,47,5,5,1,2,5,41,10,13,0,0
UFC 67: All or Nothing,2007-02-03,Middleweight,Patrick Cote,Scott Smith,Decision,Unanimous Decision,3,300,Patrick Cote,71,170,75,Orthodox,23,11,0,1980-02-29,0,50,86,0.58,58,94,1,3,0.33,0,0,147,24,56,10,12,16,18,28,47,19,32,3,7,Scott Smith,72,185,70,Orthodox,18,11,0,1979-05-21,0,34,90,0.37,35,91,0,3,0.0,0,0,172,28,76,2,5,4,9,19,58,15,32,0,0
UFC 67: All or Nothing,2007-02-03,Middleweight,Terry Martin,Jorge Rivera,KO/TKO,Punch,1,14,Terry Martin,68,185,71,Orthodox,23,11,0,1980-10-10,1,4,4,1.0,4,4,0,0,0.0,0,0,5,4,4,0,0,0,0,1,1,0,0,3,3,Jorge Rivera,73,185,73,Orthodox,20,9,0,1972-02-28,0,1,2,0.5,1,2,0,0,0.0,0,0,0,0,0,0,1,1,1,1,2,0,0,0,0
UFC 67: All or Nothing,2007-02-03,Lightweight,Frankie Edgar,Tyson Griffin,Decision,Unanimous Decision,3,300,Frankie Edgar,66,135,68,Orthodox,23,9,1,1981-10-16,0,55,100,0.55,92,141,8,15,0.53,0,1,302,43,86,11,12,1,2,13,46,24,31,18,23,Tyson Griffin,66,145,68,Orthodox,16,8,0,1984-04-20,0,38,115,0.33,42,119,3,6,0.5,4,0,99,18,91,10,13,10,11,33,109,4,5,1,1
UFC 67: All or Nothing,2007-02-03,Light Heavyweight,Lyoto Machida,Sam Hoger,Decision,Unanimous Decision,3,300,Lyoto Machida,73,185,74,Southpaw,24,8,0,1978-05-30,1,62,95,0.65,84,117,4,4,1.0,0,1,467,42,69,6,8,14,18,35,53,5,9,22,33,Sam Hoger,74,205,76,Orthodox,10,4,0,1980-06-28,0,11,47,0.23,40,78,1,7,0.14,0,0,25,6,37,3,6,2,4,11,41,0,5,0,1
UFC 67: All or Nothing,2007-02-03,Lightweight,Dustin Hazelett,Diego Saraiva,Decision,Unanimous Decision,3,300,Dustin Hazelett,73,170,76,Orthodox,12,7,0,1986-04-29,0,44,105,0.41,83,147,1,1,1.0,1,0,254,39,96,2,2,3,7,18,47,5,7,21,51,Diego Saraiva,66,155,64,Orthodox,22,20,1,1982-04-23,0,14,32,0.43,59,78,4,8,0.5,0,0,344,12,29,1,1,1,2,10,26,0,0,4,6
UFC Fight Night: Evans vs Salmon,2007-01-25,Light Heavyweight,Rashad Evans,Sean Salmon,KO/TKO,Kick,2,66,Rashad Evans,72,205,75,Orthodox,19,8,1,1979-09-25,1,13,35,0.37,13,35,0,0,0.0,0,0,2,10,30,3,5,0,0,6,26,6,8,1,1,Sean Salmon,70,185,75,Southpaw,18,21,0,1977-09-11,0,10,28,0.35,15,33,2,3,0.66,0,0,52,10,27,0,1,0,0,2,16,2,5,6,7
UFC Fight Night: Evans vs Salmon,2007-01-25,Heavyweight,Jake O'Brien,Heath Herring,Decision,Unanimous Decision,3,300,Jake O'Brien,75,205,76,Orthodox,15,4,0,1984-09-25,0,13,41,0.31,46,76,6,8,0.75,1,2,598,12,40,1,1,0,0,2,20,0,0,11,21,Heath Herring,76,250,78,Orthodox,28,16,0,1978-03-02,1,11,61,0.18,32,83,1,1,1.0,1,0,41,9,59,2,2,0,0,4,49,0,3,7,9
UFC Fight Night: Evans vs Salmon,2007-01-25,Lightweight,Hermes Franca,Spencer Fisher,KO/TKO,Punch,2,243,Hermes Franca,66,155,71,Orthodox,24,17,0,1974-08-26,0,25,80,0.31,57,118,2,5,0.4,2,1,233,23,76,2,4,0,0,12,43,5,10,8,27,Spencer Fisher,67,155,68,Southpaw,24,9,0,1976-05-09,0,24,61,0.39,52,90,0,0,0.0,0,0,4,10,43,8,11,6,7,22,53,1,7,1,1
UFC Fight Night: Evans vs Salmon,2007-01-25,Middleweight,Nate Marquardt,Dean Lister,Decision,Unanimous Decision,3,300,Nate Marquardt,72,185,74,Orthodox,35,19,2,1979-04-20,4,53,98,0.54,66,112,2,2,1.0,0,0,502,42,84,5,8,6,6,24,59,12,14,17,25,Dean Lister,73,185,75,Orthodox,13,7,0,1976-02-13,0,18,43,0.41,27,55,0,11,0.0,0,0,0,9,32,0,0,9,11,17,40,0,2,1,1
UFC Fight Night: Evans vs Salmon,2007-01-25,Welterweight,Joshua Burkman,Chad Reiner,Decision,Unanimous Decision,3,300,Joshua Burkman,70,170,72,Orthodox,28,16,0,1980-04-10,0,27,49,0.55,69,94,9,12,0.75,0,1,736,16,37,3,3,8,9,4,15,9,10,14,24,Chad Reiner,71,170,76,Orthodox,33,18,0,1981-06-29,0,6,30,0.2,41,68,1,3,0.33,2,0,87,3,22,2,4,1,4,3,24,3,6,0,0
UFC Fight Night: Evans vs Salmon,2007-01-25,Middleweight,Ed Herman,Chris Price,SUB,Armbar,1,178,Ed Herman,73,205,77,Orthodox,27,15,0,1980-10-02,0,5,9,0.55,13,22,1,2,0.5,1,0,163,5,9,0,0,0,0,0,1,1,1,4,7,Chris Price,74,185,78,Southpaw,19,4,0,1982-11-09,0,5,5,1.0,8,9,0,0,0.0,1,0,3,1,1,4,4,0,0,1,1,4,4,0,0
UFC Fight Night: Evans vs Salmon,2007-01-25,Lightweight,Din Thomas,Clay Guida,Decision,Unanimous Decision,3,300,Din Thomas,69,155,72,Orthodox,26,9,0,1976-09-28,0,33,113,0.29,51,131,0,0,0.0,1,0,48,28,108,1,1,4,4,27,103,4,7,2,3,Clay Guida,67,155,70,Orthodox,36,18,0,1981-12-08,0,33,105,0.31,93,170,5,16,0.31,0,0,413,29,99,1,3,3,3,13,69,1,3,19,33
UFC Fight Night: Evans vs Salmon,2007-01-25,Welterweight,Rich Clementi,Ross Pointon,SUB,Rear Naked Choke,2,293,Rich Clementi,69,155,72,Southpaw,45,23,1,1976-03-31,0,23,63,0.36,26,66,1,1,1.0,1,0,43,8,43,5,7,10,13,23,63,0,0,0,0,Ross Pointon,68,170,70,Orthodox,6,17,0,1980-02-18,0,23,104,0.22,23,104,0,0,0.0,0,0,0,6,86,2,3,15,15,21,100,2,4,0,0
UFC 66: Liddell vs Ortiz 2,2006-12-30,Light Heavyweight,Chuck Liddell,Tito Ortiz,KO/TKO,Punch,3,239,Chuck Liddell,74,205,76,Orthodox,21,8,0,1969-12-17,1,49,132,0.37,51,138,0,0,0.0,0,0,73,40,123,5,5,4,4,33,86,1,2,15,44,Tito Ortiz,75,205,74,Orthodox,19,12,1,1975-01-23,0,21,76,0.27,21,76,1,8,0.12,0,0,19,7,55,5,6,9,15,19,74,2,2,0,0
UFC 66: Liddell vs Ortiz 2,2006-12-30,Light Heavyweight,Keith Jardine,Forrest Griffin,KO/TKO,Punch,1,281,Keith Jardine,74,185,76,Orthodox,17,11,2,1975-10-31,0,36,63,0.57,36,63,0,0,0.0,0,0,11,28,55,2,2,6,6,24,51,4,4,8,8,Forrest Griffin,75,205,77,Orthodox,19,7,0,1979-03-16,0,17,56,0.3,17,56,0,1,0.0,0,0,0,8,44,0,0,9,12,16,55,1,1,0,0
UFC 66: Liddell vs Ortiz 2,2006-12-30,Middleweight,Jason MacDonald,Chris Leben,SUB,Guillotine Choke,2,243,Jason MacDonald,75,185,80,Orthodox,25,16,0,1975-06-03,0,9,27,0.33,35,53,1,5,0.2,1,0,287,2,14,4,6,3,7,4,17,5,10,0,0,Chris Leben,71,185,73,Southpaw,22,11,0,1980-07-21,0,15,34,0.44,52,71,2,2,1.0,0,0,108,13,30,2,2,0,2,3,11,10,18,2,5
UFC 66: Liddell vs Ortiz 2,2006-12-30,Heavyweight,Andrei Arlovski,Marcio Cruz,KO/TKO,Punch,1,195,Andrei Arlovski,75,240,77,Orthodox,32,20,0,1979-02-04,0,7,11,0.63,32,37,0,0,0.0,1,0,83,5,9,0,0,2,2,2,6,0,0,5,5,Marcio Cruz,76,232,77,Orthodox,8,3,0,1978-04-24,0,0,2,0.0,0,2,0,5,0.0,2,0,51,0,2,0,0,0,0,0,2,0,0,0,0
UFC 66: Liddell vs Ortiz 2,2006-12-30,Light Heavyweight,Michael Bisping,Eric Schafer,KO/TKO,Punch,1,264,Michael Bisping,73,185,75,Orthodox,30,9,0,1979-02-28,0,19,33,0.57,21,35,0,1,0.0,0,1,39,15,28,3,4,1,1,7,15,2,2,10,16,Eric Schafer,75,185,76,Orthodox,14,8,2,1977-09-20,0,3,6,0.5,10,13,3,7,0.42,2,0,155,1,3,2,3,0,0,0,1,2,4,1,1
UFC 66: Liddell vs Ortiz 2,2006-12-30,Welterweight,Thiago Alves,Tony DeSouza,KO/TKO,Knee,2,70,Thiago Alves,69,170,70,Orthodox,23,15,0,1983-10-03,2,26,49,0.53,41,65,0,0,0.0,1,0,104,26,48,0,0,0,1,3,8,0,0,23,41,Tony DeSouza,72,170,70,Southpaw,11,4,0,1974-07-26,0,1,10,0.1,2,11,0,8,0.0,0,0,26,0,9,1,1,0,0,0,9,1,1,0,0
UFC 66: Liddell vs Ortiz 2,2006-12-30,Heavyweight,Gabriel Gonzaga,Carmelo Marrero,SUB,Armbar,1,202,Gabriel Gonzaga,74,242,76,Orthodox,17,11,0,1979-05-18,0,4,10,0.4,23,33,1,1,1.0,3,0,178,4,10,0,0,0,0,1,3,0,0,3,7,Carmelo Marrero,72,205,73,Orthodox,16,6,0,1981-01-26,0,1,2,0.5,6,7,0,1,0.0,0,0,0,1,2,0,0,0,0,0,1,0,0,1,1
UFC 66: Liddell vs Ortiz 2,2006-12-30,Middleweight,Yushin Okami,Rory Singer,KO/TKO,Punch,3,243,Yushin Okami,74,170,75,Southpaw,34,12,0,1981-07-21,0,35,83,0.42,74,125,3,4,0.75,0,0,408,24,70,5,5,6,8,10,52,7,7,18,24,Rory Singer,74,185,77,Orthodox,11,9,0,1976-05-28,0,28,93,0.3,35,101,0,1,0.0,0,0,30,5,68,5,5,18,20,10,72,18,21,0,0
UFC 66: Liddell vs Ortiz 2,2006-12-30,Heavyweight,Christian Wellisch,Anthony Perosh,Decision,Unanimous Decision,3,300,Christian Wellisch,74,234,77,Orthodox,8,5,0,1975-09-13,1,61,206,0.29,98,249,1,1,1.0,0,1,179,56,200,1,2,4,4,37,157,16,28,8,21,Anthony Perosh,75,205,75,Orthodox,15,10,0,1972-10-05,1,48,107,0.44,76,137,3,11,0.27,0,0,256,40,98,0,1,8,8,25,71,16,27,7,9
UFC Fight Night: Sanchez vs Riggs,2006-12-13,Welterweight,Diego Sanchez,Joe Riggs,KO/TKO,Flying Knee,1,105,Diego Sanchez,70,170,72,Southpaw,31,13,0,1981-12-31,2,6,10,0.6,6,10,0,1,0.0,0,0,4,5,9,1,1,0,0,3,7,0,0,3,3,Joe Riggs,72,185,70,Southpaw,44,17,0,1982-09-23,0,3,6,0.5,3,6,0,0,0.0,0,0,0,2,4,1,2,0,0,3,6,0,0,0,0
