Event,Date,Weight class,Winner,Loser,Win decided by,Win Method,Round,Time,Fighter 1,Height F_1,Weight F_1,Reach F_1,Stance F_1,Wins F_1,Losses F_1,Draws F_1,DOB F_1,KD F_1,Sig. str. landed F_1,Sig. str. thrown F_1,Sig. str. % F_1,Total str. landed F_1,Total str. thrown F_1,Td completed F_1,Td attempted F_1,Td % F_1,Sub. att F_1,Rev. F_1,Ctrl F_1,Head landed F_1,Head thrown F_1,Body landed F_1,Body thrown F_1,Leg landed F_1,Leg thrown F_1,Distance landed F_1,Distance thrown F_1,Clinch landed F_1,Clinch thrown F_1,Ground landed F_1,Ground thrown F_1,Fighter 2,Height F_2,Weight F_2,Reach F_2,Stance F_2,Wins F_2,Losses F_2,Draws F_2,DOB F_2,KD F_2,Sig. str. landed F_2,Sig. str. thrown F_2,Sig. str. % F_2,Total str. landed F_2,Total str. thrown F_2,Td completed F_2,Td attempted F_2,Td % F_2,Sub. att F_2,Rev. F_2,Ctrl F_2,Head landed F_2,Head thrown F_2,Body landed F_2,Body thrown F_2,Leg landed F_2,Leg thrown F_2,Distance landed F_2,Distance thrown F_2,Clinch landed F_2,Clinch thrown F_2,Ground landed F_2,Ground thrown F_2
UFC Fight Night: Sanchez vs Riggs,2006-12-13,Welterweight,Josh Koscheck,Jeff Joslin,Decision,Unanimous Decision,3,300,Josh Koscheck,70,170,73,Orthodox,17,11,0,1977-11-30,0,14,44,0.31,48,80,6,12,0.5,1,0,556,12,42,1,1,1,1,3,20,0,0,11,24,Jeff Joslin,72,170,72,Orthodox,5,3,0,1975-04-30,0,18,54,0.33,83,119,0,0,0.0,1,0,0,8,43,1,2,9,9,18,54,0,0,0,0
UFC Fight Night: Sanchez vs Riggs,2006-12-13,Welterweight,Karo Parisyan,Drew Fickett,Decision,Unanimous Decision,3,300,Karo Parisyan,70,170,72,Orthodox,24,11,0,1982-08-28,0,56,147,0.38,101,196,3,4,0.75,0,0,285,55,146,1,1,0,0,33,96,10,27,13,24,Drew Fickett,70,155,70,Orthodox,42,21,0,1979-12-14,0,47,128,0.36,63,145,1,7,0.14,0,0,72,21,92,11,13,15,23,27,91,9,17,11,20
UFC Fight Night: Sanchez vs Riggs,2006-12-13,Welterweight,Marcus Davis,Shonie Carter,Decision,Unanimous Decision,3,300,Marcus Davis,70,170,70,Southpaw,22,11,0,1973-08-24,1,54,106,0.5,69,122,1,2,0.5,2,0,170,38,86,7,10,9,10,44,93,9,12,1,1,Shonie Carter,70,170,72,Southpaw,51,31,7,1972-05-03,0,27,86,0.31,39,102,0,0,0.0,0,1,92,9,63,3,6,15,17,22,72,2,5,3,9
UFC Fight Night: Sanchez vs Riggs,2006-12-13,Light Heavyweight,David Heath,Victor Valimaki,Decision,Split Decision,3,300,David Heath,71,205,72,Orthodox,18,7,0,1976-02-10,0,44,132,0.33,48,136,0,0,0.0,0,0,5,24,103,9,15,11,14,36,118,7,13,1,1,Victor Valimaki,72,205,74,Orthodox,18,10,0,1981-05-14,0,66,209,0.31,83,226,1,3,0.33,0,0,59,46,181,8,13,12,15,53,183,8,17,5,9
UFC Fight Night: Sanchez vs Riggs,2006-12-13,Middleweight,Alan Belcher,Jorge Santiago,KO/TKO,Kick,3,165,Alan Belcher,74,185,75,Orthodox,18,8,0,1984-04-24,1,29,76,0.38,71,122,1,2,0.5,2,0,259,11,54,1,2,17,20,14,50,5,5,10,21,Jorge Santiago,73,170,75,Orthodox,25,12,0,1980-10-09,0,14,59,0.23,24,69,0,3,0.0,3,1,145,11,53,1,3,2,3,12,54,1,2,1,3
UFC Fight Night: Sanchez vs Riggs,2006-12-13,Welterweight,Luigi Fioravanti,Dave Menne,KO/TKO,Punch,1,284,Luigi Fioravanti,68,170,70,Orthodox,26,15,0,1981-01-22,1,23,50,0.46,31,59,1,1,1.0,0,0,33,14,40,5,5,4,5,14,35,7,10,2,5,Dave Menne,70,170,71,Orthodox,45,17,2,1974-07-29,0,8,42,0.19,8,42,0,2,0.0,2,0,0,2,30,2,2,4,10,8,41,0,1,0,0
UFC Fight Night: Sanchez vs Riggs,2006-12-13,Welterweight,Brock Larson,Keita Nakamura,Decision,Unanimous Decision,3,300,Brock Larson,71,170,71,Southpaw,42,10,0,1977-08-23,0,22,55,0.4,42,79,5,20,0.25,0,0,602,20,52,2,3,0,0,11,36,4,7,7,12,Keita Nakamura,71,170,73,Southpaw,34,10,2,1984-05-22,0,16,44,0.36,75,104,0,1,0.0,1,0,1,14,42,2,2,0,0,13,38,2,5,1,1
UFC Fight Night: Sanchez vs Riggs,2006-12-13,Middleweight,Logan Clark,Steve Byrnes,Decision,Unanimous Decision,3,300,Logan Clark,74,185,80,Orthodox,18,6,0,1985-02-16,0,40,55,0.72,183,219,0,0,0.0,2,1,229,27,40,11,13,2,2,2,6,14,22,24,27,Steve Byrnes,72,170,72,Orthodox,6,1,0,1983-01-17,0,18,35,0.51,45,64,3,5,0.6,4,1,538,16,33,2,2,0,0,1,3,3,3,14,29
UFC 65: Bad Intentions,2006-11-18,Welterweight,Georges St-Pierre,Matt Hughes,KO/TKO,Kick,2,85,Georges St-Pierre,71,185,76,Orthodox,26,2,0,1981-05-19,2,45,92,0.48,49,96,1,1,1.0,0,0,37,32,70,3,5,10,17,33,74,4,5,8,13,Matt Hughes,69,170,73,Switch,45,9,0,1973-10-13,0,10,39,0.25,10,39,0,3,0.0,0,0,0,6,34,3,4,1,1,8,36,2,3,0,0
UFC 65: Bad Intentions,2006-11-18,Heavyweight,Tim Sylvia,Jeff Monson,Decision,Unanimous Decision,5,300,Tim Sylvia,80,265,80,Orthodox,31,10,0,1976-03-05,0,49,175,0.28,100,233,0,0,0.0,1,1,344,27,152,2,2,20,21,28,151,0,0,21,24,Jeff Monson,69,247,74,Orthodox,60,26,1,1971-01-18,0,12,50,0.24,50,100,1,13,0.07,2,1,309,10,47,2,3,0,0,6,36,0,0,6,14
UFC 65: Bad Intentions,2006-11-18,Light Heavyweight,Drew McFedries,Alessio Sakara,KO/TKO,Punch,1,247,Drew McFedries,72,185,72,Southpaw,12,7,0,1978-07-27,1,30,57,0.52,36,63,1,1,1.0,0,0,33,21,47,7,7,2,3,13,34,5,8,12,15,Alessio Sakara,72,185,72,Orthodox,19,11,0,1981-09-02,0,32,58,0.55,33,59,0,2,0.0,0,0,11,28,52,4,6,0,0,15,33,17,25,0,0
UFC 65: Bad Intentions,2006-11-18,Heavyweight,Brandon Vera,Frank Mir,KO/TKO,Punch,1,69,Brandon Vera,75,230,78,Orthodox,15,7,0,1977-10-10,0,15,21,0.71,17,24,0,0,0.0,0,0,34,13,19,1,1,1,1,5,10,2,2,8,9,Frank Mir,75,264,79,Southpaw,18,11,0,1979-05-24,0,2,7,0.28,2,7,0,1,0.0,0,0,0,2,7,0,0,0,0,2,7,0,0,0,0
UFC 65: Bad Intentions,2006-11-18,Lightweight,Joe Stevenson,Dokonjonosuke Mishima,SUB,Guillotine Choke,1,127,Joe Stevenson,67,145,70,Orthodox,33,16,0,1982-06-15,0,1,1,1.0,2,2,0,0,0.0,3,0,0,0,0,1,1,0,0,0,0,1,1,0,0,Dokonjonosuke Mishima,67,155,70,Southpaw,21,7,2,1972-04-19,0,1,5,0.2,6,13,1,1,1.0,0,0,111,0,4,1,1,0,0,0,2,0,0,1,3
UFC 65: Bad Intentions,2006-11-18,Welterweight,Nick Diaz,Gleison Tibau,KO/TKO,Punch,2,147,Nick Diaz,73,170,76,Southpaw,26,10,0,1983-08-02,0,24,51,0.47,117,158,0,1,0.0,1,1,197,24,51,0,0,0,0,1,2,0,0,23,49,Gleison Tibau,70,155,71,Southpaw,33,14,0,1983-10-07,0,0,9,0.0,7,16,0,3,0.0,1,0,222,0,9,0,0,0,0,0,1,0,0,0,8
UFC 65: Bad Intentions,2006-11-18,Heavyweight,Antoni Hardonk,Sherman Pendergarst,KO/TKO,Punch,1,195,Antoni Hardonk,76,245,78,Orthodox,8,6,0,1976-02-05,1,10,12,0.83,15,18,0,0,0.0,0,0,0,5,6,2,3,3,3,7,8,3,4,0,0,Sherman Pendergarst,73,235,77,Orthodox,11,18,0,1967-08-01,0,4,11,0.36,14,21,1,1,1.0,0,0,164,4,10,0,1,0,0,0,5,0,1,4,5
UFC 65: Bad Intentions,2006-11-18,Light Heavyweight,James Irvin,Hector Ramirez,KO/TKO,Punch,2,156,James Irvin,74,205,75,Orthodox,17,10,0,1978-09-12,1,17,34,0.5,18,35,0,0,0.0,0,0,6,4,14,2,3,11,17,13,27,1,3,3,4,Hector Ramirez,72,205,74,Orthodox,10,6,1,1976-03-28,0,33,48,0.68,66,81,3,5,0.6,1,0,221,24,38,5,6,4,4,15,24,10,13,8,11
UFC 65: Bad Intentions,2006-11-18,Heavyweight,Jake O'Brien,Josh Shockman,Decision,Unanimous Decision,3,300,Jake O'Brien,75,205,76,Orthodox,15,4,0,1984-09-25,0,13,31,0.41,106,132,10,13,0.76,0,0,622,12,30,1,1,0,0,0,7,0,0,13,24,Josh Shockman,76,235,77,Southpaw,6,3,0,1980-12-29,0,13,40,0.32,50,83,0,0,0.0,0,0,27,1,22,2,7,10,11,13,40,0,0,0,0
The Ultimate Fighter: The Comeback Finale,2006-11-11,Welterweight,Matt Serra,Chris Lytle,Decision,Split Decision,3,300,Matt Serra,66,170,68,Orthodox,11,7,0,1974-06-02,0,20,39,0.51,91,114,1,16,0.06,0,0,493,7,21,7,11,6,7,3,15,15,21,2,3,Chris Lytle,71,170,68,Orthodox,31,18,5,1974-08-18,0,42,58,0.72,195,214,1,2,0.5,0,0,84,7,22,30,31,5,5,3,12,34,38,5,8
The Ultimate Fighter: The Comeback Finale,2006-11-11,Middleweight,Travis Lutter,Patrick Cote,SUB,Armbar,1,138,Travis Lutter,71,185,75,Orthodox,10,6,0,1973-05-12,0,0,0,0.0,5,5,1,2,0.5,1,0,117,0,0,0,0,0,0,0,0,0,0,0,0,Patrick Cote,71,170,75,Orthodox,23,11,0,1980-02-29,0,0,1,0.0,0,1,0,0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
The Ultimate Fighter: The Comeback Finale,2006-11-11,Lightweight,Din Thomas,Rich Clementi,SUB,Rear Naked Choke,2,191,Din Thomas,69,155,72,Orthodox,26,9,0,1976-09-28,1,33,75,0.44,63,107,1,1,1.0,1,0,135,23,62,9,12,1,1,17,54,14,18,2,3,Rich Clementi,69,155,72,Southpaw,45,23,1,1976-03-31,0,22,72,0.3,27,77,1,2,0.5,0,0,20,9,54,7,9,6,9,13,57,9,15,0,0
The Ultimate Fighter: The Comeback Finale,2006-11-11,Middleweight,Jorge Rivera,Edwin DeWees,KO/TKO,Punch,1,157,Jorge Rivera,73,185,73,Orthodox,20,9,0,1972-02-28,1,24,43,0.55,31,56,0,0,0.0,0,0,15,16,33,4,5,4,5,7,11,10,21,7,11,Edwin DeWees,73,185,74,Orthodox,38,17,0,1982-08-07,0,6,25,0.24,7,26,0,0,0.0,0,0,15,4,22,1,1,1,2,4,18,2,7,0,0
The Ultimate Fighter: The Comeback Finale,2006-11-11,Welterweight,Pete Spratt,Jeremy Jackson,SUB,Injury,2,71,Pete Spratt,69,170,72,Orthodox,25,23,0,1971-01-09,0,12,15,0.8,40,43,0,0,0.0,0,1,66,7,10,2,2,3,3,4,5,3,3,5,7,Jeremy Jackson,70,170,71,Orthodox,9,5,0,1982-09-19,0,5,14,0.35,20,33,2,5,0.4,0,1,202,0,7,1,1,4,6,0,8,5,5,0,1
The Ultimate Fighter: The Comeback Finale,2006-11-11,Middleweight,Scott Smith,Pete Sell,KO/TKO,Punch,2,205,Scott Smith,72,185,70,Orthodox,18,11,0,1979-05-21,2,26,93,0.27,26,93,0,0,0.0,0,0,8,23,86,0,1,3,6,24,87,2,5,0,1,Pete Sell,71,170,75,Orthodox,10,7,0,1982-08-05,0,32,90,0.35,44,102,0,0,0.0,0,0,37,19,73,4,6,9,11,29,82,3,8,0,0
The Ultimate Fighter: The Comeback Finale,2006-11-11,Middleweight,Charles McCarthy,Gideon Ray,SUB,Armbar,1,283,Charles McCarthy,70,185,71,Orthodox,10,5,0,1980-08-06,0,2,12,0.16,2,12,1,1,1.0,1,0,38,1,11,1,1,0,0,1,11,1,1,0,0,Gideon Ray,70,185,75,Southpaw,17,15,1,1973-05-27,0,9,26,0.34,9,26,0,0,0.0,0,0,0,4,18,1,1,4,7,9,26,0,0,0,0
The Ultimate Fighter: The Comeback Finale,2006-11-11,Middleweight,Martin Kampmann,Thales Leites,Decision,Unanimous Decision,3,300,Martin Kampmann,72,170,72,Orthodox,20,7,0,1982-04-17,1,101,200,0.5,109,208,0,0,0.0,0,0,100,74,173,14,14,13,13,79,172,20,26,2,2,Thales Leites,73,185,78,Orthodox,28,9,0,1981-09-06,1,46,171,0.26,53,178,1,12,0.08,0,0,151,37,160,7,9,2,2,36,153,7,10,3,8
UFC 64: Unstoppable,2006-10-14,Middleweight,Anderson Silva,Rich Franklin,KO/TKO,Knee,1,179,Anderson Silva,74,185,77,Southpaw,34,11,0,1975-04-14,1,31,36,0.86,31,36,0,0,0.0,0,0,22,5,9,23,24,3,3,5,8,26,28,0,0,Rich Franklin,73,185,76,Southpaw,29,7,0,1974-10-05,0,10,23,0.43,13,26,0,0,0.0,0,0,0,4,16,1,2,5,5,8,19,2,4,0,0
UFC 64: Unstoppable,2006-10-14,Lightweight,Sean Sherk,Kenny Florian,Decision,Unanimous Decision,5,300,Sean Sherk,66,155,67,Orthodox,36,4,1,1973-08-05,0,60,104,0.57,161,217,8,13,0.61,1,0,1188,55,98,1,1,4,5,8,15,3,6,49,83,Kenny Florian,70,145,74,Southpaw,14,6,0,1976-05-26,0,23,40,0.57,90,110,0,1,0.0,4,1,33,12,28,10,11,1,1,12,28,0,0,11,12
UFC 64: Unstoppable,2006-10-14,Welterweight,Jon Fitch,Kuniyoshi Hironaka,Decision,Unanimous Decision,3,300,Jon Fitch,72,170,74,Orthodox,30,7,1,1978-02-24,0,44,78,0.56,184,230,5,6,0.83,0,0,720,36,68,4,6,4,4,15,32,1,4,28,42,Kuniyoshi Hironaka,70,168,70,Orthodox,23,9,0,1976-06-17,0,4,17,0.23,17,31,0,2,0.0,2,0,50,2,14,2,3,0,0,3,15,1,2,0,0
UFC 64: Unstoppable,2006-10-14,Heavyweight,Carmelo Marrero,Cheick Kongo,Decision,Split Decision,3,300,Carmelo Marrero,72,205,73,Orthodox,16,6,0,1981-01-26,0,16,31,0.51,70,88,6,10,0.6,0,0,542,6,20,10,11,0,0,0,1,0,1,16,29,Cheick Kongo,76,240,82,Orthodox,27,10,2,1975-05-17,0,18,42,0.42,70,94,0,2,0.0,2,0,165,4,20,4,4,10,18,13,36,5,5,0,1
UFC 64: Unstoppable,2006-10-14,Lightweight,Spencer Fisher,Dan Lauzon,KO/TKO,Punch,1,278,Spencer Fisher,67,155,68,Southpaw,24,9,0,1976-05-09,1,13,17,0.76,28,32,0,0,0.0,0,0,11,12,16,1,1,0,0,3,3,7,11,3,3,Dan Lauzon,70,155,72,Orthodox,17,6,0,1988-03-30,0,8,25,0.32,13,33,2,5,0.4,0,0,219,7,23,0,0,1,2,0,0,1,2,7,23
UFC 64: Unstoppable,2006-10-14,Middleweight,Yushin Okami,Kalib Starnes,KO/TKO,Punch,3,100,Yushin Okami,74,170,75,Southpaw,34,12,0,1981-07-21,0,39,76,0.51,53,93,3,4,0.75,1,0,246,30,67,7,7,2,2,17,46,9,10,13,20,Kalib Starnes,75,185,74,Orthodox,17,11,1,1975-01-06,0,19,36,0.52,27,44,0,4,0.0,1,0,123,4,17,1,3,14,16,8,25,11,11,0,0
UFC 64: Unstoppable,2006-10-14,Lightweight,Clay Guida,Justin James,SUB,Rear Naked Choke,2,282,Clay Guida,67,155,70,Orthodox,36,18,0,1981-12-08,0,26,52,0.5,93,125,2,4,0.5,2,0,452,23,49,2,2,1,1,2,13,1,1,23,38,Justin James,70,155,71,Orthodox,13,7,0,1976-11-08,0,13,36,0.36,28,52,0,0,0.0,1,0,26,8,31,5,5,0,0,3,24,8,10,2,2
UFC 64: Unstoppable,2006-10-14,Lightweight,Kurt Pellegrino,Junior Assuncao,SUB,Rear Naked Choke,1,124,Kurt Pellegrino,68,155,70,Orthodox,16,7,0,1979-05-07,0,5,9,0.55,30,37,1,1,1.0,1,0,114,5,9,0,0,0,0,0,0,0,0,5,9,Junior Assuncao,69,145,72,Orthodox,16,6,0,1981-06-24,0,1,6,0.16,3,10,0,0,0.0,0,0,0,1,6,0,0,0,0,1,6,0,0,0,0
Ortiz vs Shamrock 3: The Final Chapter,2006-10-10,Light Heavyweight,Tito Ortiz,Ken Shamrock,KO/TKO,Punch,1,143,Tito Ortiz,75,205,74,Orthodox,19,12,1,1975-01-23,0,18,29,0.62,38,52,1,1,1.0,0,0,126,15,25,1,1,2,3,0,2,3,3,15,24,Ken Shamrock,73,205,72,Orthodox,28,17,2,1964-02-11,0,0,0,0.0,7,7,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ortiz vs Shamrock 3: The Final Chapter,2006-10-10,Middleweight,Kendall Grove,Chris Price,KO/TKO,Elbow,1,239,Kendall Grove,78,185,79,Orthodox,23,17,0,1982-11-12,0,13,26,0.5,22,36,1,1,1.0,1,1,163,12,25,1,1,0,0,1,4,1,1,11,21,Chris Price,74,185,78,Southpaw,19,4,0,1982-11-09,0,5,10,0.5,7,12,0,0,0.0,0,1,36,2,7,3,3,0,0,2,5,3,3,0,2
Ortiz vs Shamrock 3: The Final Chapter,2006-10-10,Middleweight,Jason MacDonald,Ed Herman,SUB,Triangle Choke,1,163,Jason MacDonald,75,185,80,Orthodox,25,16,0,1975-06-03,0,5,7,0.71,14,16,0,1,0.0,2,1,57,4,5,0,0,1,2,2,4,0,0,3,3,Ed Herman,73,205,77,Orthodox,27,15,0,1980-10-02,0,2,2,1.0,5,5,1,2,0.5,0,1,78,0,0,0,0,2,2,2,2,0,0,0,0
Ortiz vs Shamrock 3: The Final Chapter,2006-10-10,Light Heavyweight,Matt Hamill,Seth Petruzelli,Decision,Unanimous Decision,3,300,Matt Hamill,73,205,76,Orthodox,12,8,0,1976-10-05,0,14,40,0.35,105,148,7,11,0.63,0,0,608,11,37,0,0,3,3,8,29,3,5,3,6,Seth Petruzelli,72,205,76,Orthodox,14,8,0,1979-12-03,1,25,58,0.43,54,88,0,0,0.0,1,0,11,11,41,8,10,6,7,21,49,3,6,1,3
Ortiz vs Shamrock 3: The Final Chapter,2006-10-10,Middleweight,Nate Marquardt,Crafton Wallace,SUB,Rear Naked Choke,2,74,Nate Marquardt,72,185,74,Orthodox,35,19,2,1979-04-20,0,13,27,0.48,31,47,2,3,0.66,2,1,215,7,20,2,2,4,5,7,16,0,0,6,11,Crafton Wallace,72,185,75,Orthodox,18,6,1,1975-11-10,0,4,18,0.22,27,41,0,0,0.0,0,0,45,3,16,0,1,1,1,4,17,0,0,0,1
Ortiz vs Shamrock 3: The Final Chapter,2006-10-10,Welterweight,Tony DeSouza,Dustin Hazelett,SUB,Kimura,1,239,Tony DeSouza,72,170,70,Southpaw,11,4,0,1974-07-26,0,5,5,1.0,12,12,1,1,1.0,1,0,219,5,5,0,0,0,0,0,0,0,0,5,5,Dustin Hazelett,73,170,76,Orthodox,12,7,0,1986-04-29,0,1,4,0.25,1,4,0,0,0.0,1,0,0,1,4,0,0,0,0,1,4,0,0,0,0
Ortiz vs Shamrock 3: The Final Chapter,2006-10-10,Middleweight,Rory Singer,Josh Haynes,Decision,Unanimous Decision,3,300,Rory Singer,74,185,77,Orthodox,11,9,0,1976-05-28,0,50,123,0.4,57,130,0,1,0.0,0,0,76,44,117,5,5,1,1,38,100,12,22,0,1,Josh Haynes,69,170,77,Orthodox,14,11,0,1977-07-30,1,23,101,0.22,32,113,1,6,0.16,0,0,174,15,87,4,9,4,5,12,74,2,7,9,20
Ortiz vs Shamrock 3: The Final Chapter,2006-10-10,Welterweight,Thiago Alves,John Alessio,Decision,Unanimous Decision,3,300,Thiago Alves,69,170,70,Orthodox,23,15,0,1983-10-03,0,63,142,0.44,84,164,0,0,0.0,0,0,76,27,95,11,13,25,34,41,104,15,23,7,15,John Alessio,70,155,72,Orthodox,35,17,0,1979-07-05,0,13,82,0.15,18,87,2,10,0.2,0,0,251,12,79,0,2,1,1,10,72,2,9,1,1
Ortiz vs Shamrock 3: The Final Chapter,2006-10-10,Welterweight,Marcus Davis,Forrest Petz,SUB,Guillotine Choke,1,298,Marcus Davis,70,170,70,Southpaw,22,11,0,1973-08-24,0,33,50,0.66,66,88,0,0,0.0,1,0,50,17,33,8,9,8,8,5,11,20,24,8,15,Forrest Petz,69,170,71,Orthodox,26,10,0,1975-09-22,0,5,18,0.27,19,35,0,0,0.0,0,0,21,2,14,2,3,1,1,1,9,4,9,0,0
UFC 63: Hughes vs Penn,2006-09-23,Welterweight,Matt Hughes,BJ Penn,KO/TKO,Punch,3,233,Matt Hughes,69,170,73,Switch,45,9,0,1973-10-13,0,35,88,0.39,77,133,1,9,0.11,0,0,419,28,78,5,8,2,2,20,58,4,7,11,23,BJ Penn,69,155,70,Orthodox,16,14,2,1978-12-13,0,17,37,0.45,49,70,0,1,0.0,2,1,118,10,28,7,9,0,0,8,25,7,10,2,2
UFC 63: Hughes vs Penn,2006-09-23,Middleweight,Mike Swick,David Loiseau,Decision,Unanimous Decision,3,300,Mike Swick,73,170,77,Orthodox,15,6,0,1979-06-19,0,32,93,0.34,63,125,3,7,0.42,0,0,209,12,66,9,13,11,14,17,72,13,18,2,3,David Loiseau,72,185,76,Orthodox,23,11,0,1979-12-17,0,36,68,0.52,44,76,1,1,1.0,0,0,162,21,47,4,8,11,13,12,40,19,22,5,6
UFC 63: Hughes vs Penn,2006-09-23,Lightweight,Melvin Guillard,Gabe Ruediger,KO/TKO,Punch,2,61,Melvin Guillard,69,155,71,Orthodox,32,18,2,1983-03-30,2,20,40,0.5,25,45,3,3,1.0,0,0,72,15,34,4,5,1,1,10,21,1,3,9,16,Gabe Ruediger,70,155,72,Orthodox,18,8,0,1977-08-29,0,7,23,0.3,26,43,2,12,0.16,0,0,128,5,20,2,2,0,1,0,13,3,5,4,5
UFC 63: Hughes vs Penn,2006-09-23,Light Heavyweight,Rashad Evans,Jason Lambert,KO/TKO,Punch,2,142,Rashad Evans,72,205,75,Orthodox,19,8,1,1979-09-25,0,25,44,0.56,42,61,8,8,1.0,0,0,323,18,35,7,9,0,0,0,6,5,7,20,31,Jason Lambert,75,185,75,Orthodox,26,13,0,1975-06-03,0,6,18,0.33,13,27,0,2,0.0,3,0,31,1,12,5,6,0,0,1,11,5,7,0,0
UFC 63: Hughes vs Penn,2006-09-23,Lightweight,Joe Lauzon,Jens Pulver,KO/TKO,Punch,1,48,Joe Lauzon,70,155,71,Orthodox,28,16,0,1984-05-22,1,9,11,0.81,9,11,1,1,1.0,0,0,0,9,11,0,0,0,0,3,4,1,1,5,6,Jens Pulver,67,145,70,Southpaw,27,19,1,1974-12-06,0,0,1,0.0,0,1,0,0,0.0,0,0,31,0,1,0,0,0,0,0,1,0,0,0,0
UFC 63: Hughes vs Penn,2006-09-23,Lightweight,Roger Huerta,Jason Dent,Decision,Unanimous Decision,3,300,Roger Huerta,69,155,70,Orthodox,23,9,1,1983-05-20,0,71,174,0.4,122,239,6,9,0.66,0,1,650,56,152,13,18,2,4,27,90,9,16,35,68,Jason Dent,70,155,71,Orthodox,22,13,0,1980-06-12,0,38,80,0.47,85,139,0,0,0.0,3,1,15,27,64,7,11,4,5,27,64,7,11,4,5
UFC 63: Hughes vs Penn,2006-09-23,Heavyweight,Eddie Sanchez,Mario Neto,KO/TKO,Punch,2,17,Eddie Sanchez,74,230,74,Orthodox,15,8,0,1982-11-04,1,10,34,0.29,23,47,0,0,0.0,0,0,61,8,32,0,0,2,2,3,25,1,1,6,8,Mario Neto,72,229,75,Orthodox,13,5,0,1981-05-14,0,10,20,0.5,12,22,1,1,1.0,0,0,119,4,13,0,0,6,7,5,13,4,5,1,2
UFC 63: Hughes vs Penn,2006-09-23,Lightweight,Jorge Gurgel,Danny Abbadi,Decision,Split Decision,3,300,Jorge Gurgel,67,155,69,Orthodox,14,10,0,1977-01-25,0,58,159,0.36,101,208,1,7,0.14,1,0,123,49,149,6,7,3,3,44,128,12,18,2,13,Danny Abbadi,71,155,74,Orthodox,4,6,0,1983-07-03,0,56,146,0.38,79,173,0,0,0.0,0,0,110,49,137,7,9,0,0,41,122,12,20,3,4
UFC 63: Hughes vs Penn,2006-09-23,Lightweight,Tyson Griffin,David Lee,SUB,Rear Naked Choke,1,110,Tyson Griffin,66,145,68,Orthodox,16,8,0,1984-04-20,0,0,1,0.0,7,11,1,1,1.0,1,0,95,0,1,0,0,0,0,0,1,0,0,0,0,David Lee,70,155,71,Orthodox,12,10,0,1984-11-29,0,1,2,0.5,2,3,0,0,0.0,0,0,0,1,2,0,0,0,0,1,2,0,0,0,0
UFC 62: Liddell vs Sobral,2006-08-26,Light Heavyweight,Chuck Liddell,Renato Sobral,KO/TKO,Punch,1,95,Chuck Liddell,74,205,76,Orthodox,21,8,0,1969-12-17,2,17,25,0.68,17,25,0,0,0.0,0,0,25,15,22,2,3,0,0,8,12,0,0,9,13,Renato Sobral,73,205,75,Orthodox,37,11,0,1975-09-07,0,1,9,0.11,1,9,0,0,0.0,0,0,0,0,7,0,1,1,1,1,9,0,0,0,0
UFC 62: Liddell vs Sobral,2006-08-26,Light Heavyweight,Forrest Griffin,Stephan Bonnar,Decision,Unanimous Decision,3,300,Forrest Griffin,75,205,77,Orthodox,19,7,0,1979-03-16,0,83,207,0.4,87,211,0,0,0.0,0,0,17,50,157,6,8,27,42,75,193,8,14,0,0,Stephan Bonnar,76,205,79,Orthodox,15,9,0,1977-04-04,0,41,159,0.25,44,162,0,0,0.0,0,0,0,32,141,4,10,5,8,41,158,0,1,0,0
UFC 62: Liddell vs Sobral,2006-08-26,Welterweight,Nick Diaz,Josh Neer,SUB,Kimura,3,102,Nick Diaz,73,170,76,Southpaw,26,10,0,1983-08-02,0,75,199,0.37,186,328,3,5,0.6,1,0,121,49,164,23,31,3,4,35,133,39,61,1,5,Josh Neer,71,170,72,Orthodox,36,16,1,1983-03-24,0,25,62,0.4,33,71,0,2,0.0,0,0,70,15,52,6,6,4,4,12,36,13,26,0,0
UFC 62: Liddell vs Sobral,2006-08-26,Heavyweight,Cheick Kongo,Christian Wellisch,KO/TKO,Knee,1,171,Cheick Kongo,76,240,82,Orthodox,27,10,2,1975-05-17,1,17,22,0.77,27,32,0,0,0.0,0,0,78,12,17,4,4,1,1,3,6,14,16,0,0,Christian Wellisch,74,234,77,Orthodox,8,5,0,1975-09-13,0,0,5,0.0,7,12,1,4,0.25,1,0,43,0,5,0,0,0,0,0,4,0,0,0,1
UFC 62: Liddell vs Sobral,2006-08-26,Lightweight,Hermes Franca,Jamie Varner,SUB,Armbar,3,211,Hermes Franca,66,155,71,Orthodox,24,17,0,1974-08-26,0,22,46,0.47,97,125,1,2,0.5,3,2,69,13,37,4,4,5,5,14,28,6,10,2,8,Jamie Varner,68,155,71,Orthodox,21,11,1,1984-10-12,0,18,106,0.16,41,129,9,15,0.6,0,0,430,14,101,1,1,3,4,1,37,1,3,16,66
UFC 62: Liddell vs Sobral,2006-08-26,Light Heavyweight,Eric Schafer,Rob MacDonald,SUB,Arm Triangle,1,146,Eric Schafer,75,185,76,Orthodox,14,8,2,1977-09-20,0,7,10,0.7,21,24,0,0,0.0,2,0,89,2,4,1,1,4,5,4,7,1,1,2,2,Rob MacDonald,75,205,78,Orthodox,5,4,0,1978-09-05,0,2,4,0.5,6,8,0,1,0.0,0,0,0,1,3,0,0,1,1,2,4,0,0,0,0
